meta_analytical_study,studyid,lat,lon,experiment_type,crop,crop_type,water_management,rain,irr,n_fer,p_fer,k_fer,texture,sbd,sph,soc,stn,bph,btc,btn,brate,yc_mean,yc_sd,yc_n,yr_mean,yr_sd,yr_n,clayall,sandall,clay,sand,rain_scaled,irr_scaled,n_fer_scaled,p_fer_scaled,k_fer_scaled,sbd_scaled,sph_scaled,soc_scaled,stn_scaled,bph_scaled,btc_scaled,btn_scaled,brate_scaled,clay_scaled,sand_scaled,yi,vi
Liu22,642,,,field,rice,grain,irrigation,107.6649443,225,300,100,80,silt,1.29,5.3,9.5,0.95,10.5,489.6,9.8,10.7,8700,300,4,9340,400,4,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,1.15392492067421,-0.0944058584599785,-0.141230472883741,-0.334865402359569,-0.96975387125192,-0.0860777177265701,-0.0365030314224644,1.19029546036631,-0.0651953424660097,0.0280872655899021,-0.498691911647957,0.307782392067493,-0.379714325257779,1.57238226248288,0.654524123710673
Liu22,643,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,5,6941.46,1823.9,3,6853.68,1265.40167899367,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.885397588871525,0.307782392067493,-0.379714325257779,-0.044619200122636,0.666832572751632
Liu22,644,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,10,6941.46,1823.9,3,6523.66,2288.17768086309,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.307782392067493,-0.379714325257779,-0.161111500503926,0.668829742966219
Liu22,645,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,20,6941.46,1823.9,3,7152.58,1149.37159539463,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,0.132248930137866,0.307782392067493,-0.379714325257779,0.11050119344084,0.667684209479321
Liu22,646,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,5,6553.28,944.12,3,6763.38,866.787506139769,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.885397588871525,0.307782392067493,-0.379714325257779,0.184971240807376,0.669517863327152
Liu22,647,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,10,6553.28,944.12,3,7099.1,1881.38822819747,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.307782392067493,-0.379714325257779,0.292586579456941,0.673800575539859
Liu22,648,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,20,6553.28,944.12,3,6845.64,2621.14712811013,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,0.132248930137866,0.307782392067493,-0.379714325257779,0.118411120937399,0.667835099463471
Liu22,649,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,5,6550.31,2362.8,3,6805.87,1581.44898985076,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.885397588871525,0.307782392067493,-0.379714325257779,0.101423835762319,0.667523899538395
Liu22,650,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,10,6550.31,2362.8,3,6872.54,785.259874627502,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.307782392067493,-0.379714325257779,0.146030713690941,0.66844374744509
Liu22,651,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,20,6550.31,2362.8,3,7172.56,3772.96091514344,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,0.132248930137866,0.307782392067493,-0.379714325257779,0.157720962265656,0.668739658494834
Liu22,652,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,5,6673.7,2519.8,3,6920.35,1268.90042162496,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.885397588871525,0.307782392067493,-0.379714325257779,0.0986491339394781,0.667477637635584
Liu22,653,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,10,6673.7,2519.8,3,6667,1705.08277649503,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.307782392067493,-0.379714325257779,-0.00248485919065389,0.666667181210433
Liu22,654,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,20,6673.7,2519.8,3,7060.35,1313.51805042793,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,0.132248930137866,0.307782392067493,-0.379714325257779,0.153535671259646,0.668631100195762
Liu22,655,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,5,4594,1418.9,3,4650.55,1405.81903796328,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.885397588871525,0.307782392067493,-0.379714325257779,0.0319464608752047,0.666751714696871
Liu22,656,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,10,4594,1418.9,3,5047.97,1444.73821960935,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.307782392067493,-0.379714325257779,0.252965551389897,0.671999297515833
Liu22,657,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,20,4594,1418.9,3,5352.9,1548.28021688582,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,0.132248930137866,0.307782392067493,-0.379714325257779,0.40775398843234,0.68052194292354
Liu22,658,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,5,4744.6,258.42,3,5258.18,312.20215806429,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.885397588871525,0.307782392067493,-0.379714325257779,1.42991110890798,0.837053814948205
Liu22,659,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,10,4744.6,258.42,3,5558.33,410.132310724234,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.307782392067493,-0.379714325257779,1.89413636750098,0.965646048224151
Liu22,660,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,20,4744.6,258.42,3,5231.5,285.4073320712,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,0.132248930137866,0.307782392067493,-0.379714325257779,1.42696955215126,0.836353508563897
Liu22,661,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,5,4948.3,1462,3,5011.84,1381.72621123,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.885397588871525,0.307782392067493,-0.379714325257779,0.0356415451573457,0.6667725266451
Liu22,662,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,10,4948.3,1462,3,4985.83,1513.58723921022,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.307782392067493,-0.379714325257779,0.0201238317115425,0.66670041405023
Liu22,663,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,20,4948.3,1462,3,5126.01,1380.583057697,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,0.132248930137866,0.307782392067493,-0.379714325257779,0.0997219346474914,0.66749537202082
Liu22,664,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,5,5412.2,1387.3,3,5462.73,1387.25145330614,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.885397588871525,0.307782392067493,-0.379714325257779,0.0290620718553663,0.666737050335044
Liu22,665,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,10,5412.2,1387.3,3,5313.88,1373.93198259594,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.307782392067493,-0.379714325257779,-0.056820354957712,0.666935712728127
Liu22,666,,,field,rice,grain,flooded,107.6649443,225,197.7,100,80,sand,1.29,7,9.5,0.95,8.1,489.6,9.8,20,5412.2,1387.3,3,5942.53,1471.6369686509,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.128865179664968,-0.0944058584599785,-0.141230472883741,-0.334865402359569,0.339916569914254,-0.0860777177265701,-0.0365030314224644,-1.82866413300382,-0.0651953424660097,0.0280872655899021,0.132248930137866,0.307782392067493,-0.379714325257779,0.295884891083489,0.673962322397624
Liu22,667,,,field,rice,grain,irrigation,107.6649443,225,270,100,80,unknown,1.29,5.39,9.5,0.95,10.58,489.6,9.8,2.8,8410,180,3,9380,450,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.853320891052731,-0.0944058584599785,-0.141230472883741,-0.334865402359569,-0.900418377307828,-0.0860777177265701,-0.0365030314224644,1.29092744681198,-0.0651953424660097,0.0280872655899021,-1.03465241165957,0.307782392067493,-0.379714325257779,2.25831898327743,1.09166705251927
Liu22,668,,,field,rice,grain,irrigation,107.6649443,225,270,100,80,unknown,1.29,5.39,9.5,0.95,10.58,489.6,9.8,22.5,8410,180,3,11400,230,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.853320891052731,-0.0944058584599785,-0.141230472883741,-0.334865402359569,-0.900418377307828,-0.0860777177265701,-0.0365030314224644,1.29092744681198,-0.0651953424660097,0.0280872655899021,0.301856683306097,0.307782392067493,-0.379714325257779,11.5518550825664,11.7871129873845
Liu22,669,,,field,rice,grain,irrigation,107.6649443,225,120,100,80,silt,1.29,5.31,9.5,0.95,9.8,489.6,9.8,7.5,6700,831.384387633061,3,7070,692.820323027551,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,-0.64969925705466,-0.0944058584599785,-0.141230472883741,-0.334865402359569,-0.962049927480354,-0.0860777177265701,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-0.715789835703293,0.307782392067493,-0.379714325257779,0.385781370433791,0.679068938814481
Liu22,670,,,field,rice,grain,irrigation,107.6649443,225,120,100,80,silt,1.29,5.31,9.5,0.95,9.8,489.6,9.8,22.5,6700,831.384387633061,3,6550,917.986928011505,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,-0.64969925705466,-0.0944058584599785,-0.141230472883741,-0.334865402359569,-0.962049927480354,-0.0860777177265701,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,0.301856683306097,0.307782392067493,-0.379714325257779,-0.136662007070859,0.66822304201472
Liu22,680,,,field,rice,grain,rainfed,107.6649443,225,0,100,80,unknown,1.29,8,9.5,0.95,7.79,489.6,9.8,4.5,4257.78,185.54,3,4562.22,657.63,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,-1.85211537554057,-0.0944058584599785,-0.141230472883741,-0.334865402359569,1.11031094707083,-0.0860777177265701,-0.0365030314224644,-2.21861308048079,-0.0651953424660097,0.0280872655899021,-0.919319139505171,0.307782392067493,-0.379714325257779,0.50274037179303,0.687728990119216
Liu22,681,,,field,rice,grain,rainfed,107.6649443,225,0,100,80,unknown,1.29,8,9.5,0.95,7.79,489.6,9.8,9,4257.78,185.54,3,5034.44,462.79,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,-1.85211537554057,-0.0944058584599785,-0.141230472883741,-0.334865402359569,1.11031094707083,-0.0860777177265701,-0.0365030314224644,-2.21861308048079,-0.0651953424660097,0.0280872655899021,-0.614025183802354,0.307782392067493,-0.379714325257779,1.75766343808643,0.924115063465483
Liu22,682,,,field,rice,grain,rainfed,107.6649443,225,0,100,80,unknown,1.29,8,9.5,0.95,7.79,489.6,9.8,13.5,4257.78,185.54,3,4660.37,617.57,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,-1.85211537554057,-0.0944058584599785,-0.141230472883741,-0.334865402359569,1.11031094707083,-0.0860777177265701,-0.0365030314224644,-2.21861308048079,-0.0651953424660097,0.0280872655899021,-0.308731228099537,0.307782392067493,-0.379714325257779,0.704476493036844,0.708023927436791
Liu22,683,,,field,rice,grain,rainfed,107.6649443,225,240,100,80,unknown,1.29,8,9.5,0.95,7.79,489.6,9.8,4.5,8453.33,427.24,3,8927.04,475.97,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.552716861431253,-0.0944058584599785,-0.141230472883741,-0.334865402359569,1.11031094707083,-0.0860777177265701,-0.0365030314224644,-2.21861308048079,-0.0651953424660097,0.0280872655899021,-0.919319139505171,0.307782392067493,-0.379714325257779,0.835723692103957,0.724869507461989
Liu22,684,,,field,rice,grain,rainfed,107.6649443,225,240,100,80,unknown,1.29,8,9.5,0.95,7.79,489.6,9.8,9,8453.33,427.24,3,9763.7,338.26,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.552716861431253,-0.0944058584599785,-0.141230472883741,-0.334865402359569,1.11031094707083,-0.0860777177265701,-0.0365030314224644,-2.21861308048079,-0.0651953424660097,0.0280872655899021,-0.614025183802354,0.307782392067493,-0.379714325257779,2.71334191882744,1.28018536403885
Liu22,685,,,field,rice,grain,rainfed,107.6649443,225,240,100,80,unknown,1.29,8,9.5,0.95,7.79,489.6,9.8,13.5,8453.33,427.24,3,9280.74,602.03,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.552716861431253,-0.0944058584599785,-0.141230472883741,-0.334865402359569,1.11031094707083,-0.0860777177265701,-0.0365030314224644,-2.21861308048079,-0.0651953424660097,0.0280872655899021,-0.308731228099537,0.307782392067493,-0.379714325257779,1.26470104669836,0.799955728126661
Liu22,686,,,field,rice,grain,rainfed,107.6649443,225,300,100,80,unknown,1.29,8,9.5,0.95,7.79,489.6,9.8,4.5,8297.04,446.02,3,8863.33,250.82,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,1.15392492067421,-0.0944058584599785,-0.141230472883741,-0.334865402359569,1.11031094707083,-0.0860777177265701,-0.0365030314224644,-2.21861308048079,-0.0651953424660097,0.0280872655899021,-0.919319139505171,0.307782392067493,-0.379714325257779,1.24874054592932,0.796612745920655
Liu22,687,,,field,rice,grain,rainfed,107.6649443,225,300,100,80,unknown,1.29,8,9.5,0.95,7.79,489.6,9.8,9,8297.04,446.02,3,9012.59,414.02,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,1.15392492067421,-0.0944058584599785,-0.141230472883741,-0.334865402359569,1.11031094707083,-0.0860777177265701,-0.0365030314224644,-2.21861308048079,-0.0651953424660097,0.0280872655899021,-0.614025183802354,0.307782392067493,-0.379714325257779,1.32675575831501,0.813356736851837
Liu22,688,,,field,rice,grain,rainfed,107.6649443,225,300,100,80,unknown,1.29,8,9.5,0.95,7.79,489.6,9.8,13.5,8297.04,446.02,3,9451.48,618,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,1.15392492067421,-0.0944058584599785,-0.141230472883741,-0.334865402359569,1.11031094707083,-0.0860777177265701,-0.0365030314224644,-2.21861308048079,-0.0651953424660097,0.0280872655899021,-0.308731228099537,0.307782392067493,-0.379714325257779,1.70919454294611,0.910112165469729
Liu22,689,,,field,rice,grain,rainfed,107.6649443,225,250,100,80,silt,1.29,5.7,9.5,0.95,9.4,489.6,9.8,20,13593,1190,3,15286,342,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.652918204638412,-0.0944058584599785,-0.141230472883741,-0.334865402359569,-0.66159612038929,-0.0860777177265701,-0.0365030314224644,-0.193394353261662,-0.0651953424660097,0.0280872655899021,0.132248930137866,0.307782392067493,-0.379714325257779,1.54287902396535,0.865039640216021
Liu22,690,,,field,rice,grain,rainfed,107.6649443,225,250,100,80,silt,1.29,5.7,9.5,0.95,9.4,489.6,9.8,40,13593,1190,3,14790,303,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.652918204638412,-0.0944058584599785,-0.141230472883741,-0.334865402359569,-0.66159612038929,-0.0860777177265701,-0.0365030314224644,-0.193394353261662,-0.0651953424660097,0.0280872655899021,1.48911095548372,0.307782392067493,-0.379714325257779,1.09992137804175,0.767485586489439
Liu22,691,,,field,rice,grain,flooded,107.6649443,225,250,100,80,unknown,1.29,10.1,9.5,0.95,7.94,489.6,9.8,33.75,3650,190,3,6470,680,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.652918204638412,-0.0944058584599785,-0.141230472883741,-0.334865402359569,2.72813913909963,-0.0860777177265701,-0.0365030314224644,-2.02992810589516,-0.0651953424660097,0.0280872655899021,1.06509157256314,0.307782392067493,-0.379714325257779,4.50683425211444,2.35929624800266
Liu22,692,,,field,rice,grain,flooded,107.6649443,225,250,100,80,unknown,1.29,10.1,9.5,0.95,7.94,489.6,9.8,67.5,3650,190,3,6710,480,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.652918204638412,-0.0944058584599785,-0.141230472883741,-0.334865402359569,2.72813913909963,-0.0860777177265701,-0.0365030314224644,-2.02992810589516,-0.0651953424660097,0.0280872655899021,3.35479624033427,0.307782392067493,-0.379714325257779,6.68848687406004,4.39465472203945
Liu22,693,,,field,rice,grain,flooded,107.6649443,225,250,100,80,unknown,1.29,10.1,9.5,0.95,7.94,489.6,9.8,101.25,3650,190,3,6510,400,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.652918204638412,-0.0944058584599785,-0.141230472883741,-0.334865402359569,2.72813913909963,-0.0860777177265701,-0.0365030314224644,-2.02992810589516,-0.0651953424660097,0.0280872655899021,5.6445009081054,0.307782392067493,-0.379714325257779,7.28756255383876,5.09238066467607
Liu22,694,,,field,rice,grain,flooded,107.6649443,225,250,100,80,unknown,1.29,10.1,9.5,0.95,7.94,489.6,9.8,33.75,4400,160,3,5760,250,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.652918204638412,-0.0944058584599785,-0.141230472883741,-0.334865402359569,2.72813913909963,-0.0860777177265701,-0.0365030314224644,-2.02992810589516,-0.0651953424660097,0.0280872655899021,1.06509157256314,0.307782392067493,-0.379714325257779,5.17018416841463,2.89423369461044
Liu22,695,,,field,rice,grain,flooded,107.6649443,225,250,100,80,unknown,1.29,10.1,9.5,0.95,7.94,489.6,9.8,67.5,4400,160,3,7010,680,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.652918204638412,-0.0944058584599785,-0.141230472883741,-0.334865402359569,2.72813913909963,-0.0860777177265701,-0.0365030314224644,-2.02992810589516,-0.0651953424660097,0.0280872655899021,3.35479624033427,0.307782392067493,-0.379714325257779,4.21585490588568,2.14778604895669
Liu22,696,,,field,rice,grain,flooded,107.6649443,225,250,100,80,unknown,1.29,10.1,9.5,0.95,7.94,489.6,9.8,101.25,4400,160,3,7110,280,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,0.652918204638412,-0.0944058584599785,-0.141230472883741,-0.334865402359569,2.72813913909963,-0.0860777177265701,-0.0365030314224644,-2.02992810589516,-0.0651953424660097,0.0280872655899021,5.6445009081054,0.307782392067493,-0.379714325257779,9.48216876182784,8.15929370231531
Liu22,705,,,field,rice,grain,flooded,107.6649443,225,180,100,80,unknown,1.29,6.27,9.5,0.95,9.45,489.6,9.8,10,8990,220,3,9330,150,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,-0.0484911978117039,-0.0944058584599785,-0.141230472883741,-0.334865402359569,-0.222471325410044,-0.0860777177265701,-0.0365030314224644,-0.130499361733119,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.307782392067493,-0.379714325257779,1.44082375049529,0.83966442333261
Liu22,706,,,field,rice,grain,flooded,107.6649443,225,180,100,80,unknown,1.29,6.27,9.5,0.95,9.45,489.6,9.8,10,8990,220,3,9690,260,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,-0.0484911978117039,-0.0944058584599785,-0.141230472883741,-0.334865402359569,-0.222471325410044,-0.0860777177265701,-0.0365030314224644,-0.130499361733119,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.307782392067493,-0.379714325257779,2.31912471769176,1.11486162135074
Liu22,707,,,field,rice,grain,flooded,107.6649443,225,180,100,80,unknown,1.29,6.27,9.5,0.95,9.45,489.6,9.8,10,8760,210,3,9290,230,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,-0.0484911978117039,-0.0944058584599785,-0.141230472883741,-0.334865402359569,-0.222471325410044,-0.0860777177265701,-0.0365030314224644,-0.130499361733119,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.307782392067493,-0.379714325257779,1.92019379422561,0.973928683948546
Liu22,708,,,field,rice,grain,flooded,107.6649443,225,180,100,80,unknown,1.29,6.27,9.5,0.95,9.45,489.6,9.8,10,8760,210,3,10310,300,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,-0.0484911978117039,-0.0944058584599785,-0.141230472883741,-0.334865402359569,-0.222471325410044,-0.0860777177265701,-0.0365030314224644,-0.130499361733119,-0.0651953424660097,0.0280872655899021,-0.546182082535061,0.307782392067493,-0.379714325257779,4.77608853268888,2.56758513934019
Liu22,709,,,field,rice,grain,rainfed,107.6649443,225,465.6,100,80,unknown,1.29,6.36,9.5,0.95,9.02,489.6,9.8,2,8318.33,134.28,3,8494.87,191.88,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,2.81325916418477,-0.0944058584599785,-0.141230472883741,-0.334865402359569,-0.153135831465952,-0.0860777177265701,-0.0365030314224644,-0.671396288878601,-0.0651953424660097,0.0280872655899021,-1.0889268926734,0.307782392067493,-0.379714325257779,0.850576961870893,0.72695676400546
Liu22,710,,,field,rice,grain,rainfed,107.6649443,225,465.6,100,80,unknown,1.29,6.36,9.5,0.95,9.02,489.6,9.8,40,8318.33,134.28,3,8216.1,105.96,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,2.81325916418477,-0.0944058584599785,-0.141230472883741,-0.334865402359569,-0.153135831465952,-0.0860777177265701,-0.0365030314224644,-0.671396288878601,-0.0651953424660097,0.0280872655899021,1.48911095548372,0.307782392067493,-0.379714325257779,-0.674382593872743,0.704565990243211
Liu22,711,,,field,rice,grain,flooded,107.6649443,225,120,100,80,unknown,1.29,5.1,9.5,0.95,9.3,489.6,9.8,24,4294.35,181.46,3,4415.32,181.45,3,,,27.773342545,25.80779436,-0.534383443714857,-0.0572665428231415,-0.64969925705466,-0.0944058584599785,-0.141230472883741,-0.334865402359569,-1.12383274668323,-0.0860777177265701,-0.0365030314224644,-0.319184336318751,-0.0651953424660097,0.0280872655899021,0.403621335207036,0.307782392067493,-0.379714325257779,0.531923040333309,0.690245176736453
