meta_analytical_study,no.,sources,year_of_experiment,country,lat,lon,experiment_type,crop,crop_type,water_magement,rainfallmm,irrigation_amountmm,n_fertilizerkg_ha,p_fertilizerkg_ha,k_fertilizerkg_ha,soil_texture,bulk_densityg_cm3,s_phwater,s_socg_kg,s_tng_kg,s_c:n,b_phwater,b_totalcg_kg,b_totalng_kg,b_c:n,biochar_ratet_ha,yc_mean,yc_sd,yc_n,yr_mean,yr_sd,yr_n,nuec_mean,nuec_sd,nuec_n,nuer_mean,nuer_sd,nuer_n,socc_mean,socc_sd,socc_n,socr_mean,socr_sd,socr_n,phc_mean,phc_sd,phc_n,phr_mean,phr_sd,phr_n,sbdc_mean,sbdc_sd,sbdc_n,sbdr_mean,sbdr_sd,sbdr_n
,1445,Fageria et al.,2012,Brazil,-23.56,-46.59,pot,soybean,,,,,,,,,,6.27,,,,,,,,3.43955555555556,7.33,1.46331292488996,4,8.86,1.7687520483663,4,,,,,,,,,,,,,4.63,0.1852,4,5.67,0.2268,4,,,,,,
,1446,Fageria et al.,2012,Brazil,-23.56,-46.59,pot,soybean,,,,,,,,,,6.27,,,,,,,,5.18355555555556,8.33,1.66294633892679,4,9.26,1.84860541398104,4,,,,,,,,,,,,,4.63,0.1852,4,6.07,0.2428,4,,,,,,
,1447,Fageria et al.,2012,Brazil,-23.56,-46.59,pot,soybean,,,,,,,,,,6.27,,,,,,,,6.90333333333333,9.33,1.86257975296361,4,6.25,1.24770883773018,4,,,,,,,,,,,,,4.63,0.1852,4,6.4,0.256,4,,,,,,
,1448,Fageria et al.,2012,Brazil,-23.56,-46.59,pot,soybean,,,,,,,,,,6.27,,,,,,,,10.3671111111111,10.33,2.06221316700044,4,2.67,0.533021215478333,4,,,,,,,,,,,,,4.63,0.1852,4,6.63,0.2652,4,,,,,,
,1449,Chen et al.,2017,China,22.84,108.29,field,sugarcane,,,1300,,,,,,,5.14,,,,,,,,3.20625,,,,,,,,,,,,,,,,,,,5.09,0.103923048454133,3,6.33,0.0173205080756888,3,,,,,,
,1450,Chen et al.,2017,China,22.84,108.29,field,sugarcane,,,1300,,,,,,,5.14,,,,,,,,18.20625,,,,,,,,,,,,,,,,,,,5.09,0.103923048454133,3,6.77,0.121243556529821,3,,,,,,
,1451,Arshad et al.,1993-1995,Cada,55.17,-119.5,field,pea,,,2400,,,,,,,5.8699999999999992,,,,,,,,2.5,2240,224,3,2740,274,3,,,,,,,,,,,,,5,0.433012701892219,3,5.6,0.484974226119286,3,1.13,0.0978608706276415,3,1.15,0.0995929214352104,3
,1452,Madari et al.,2006-2013,Brazil,-14.593,-52.4,field,soybean,,,1400,,,,,,,5.6,,,,,,,,2,2856,90,3,2890,80,3,,,,,,,38.8542,5.42478312930572,3,39.846,4.82202944827176,3,5.6,0.173205080756888,3,5.63,0.173205080756888,3,,,,,,
,1453,Madari et al.,2006-2013,Brazil,-14.593,-52.4,field,soybean,,,1400,,,,,,,5.6,,,,,,,,4,2856,90,3,2935,84,3,,,,,,,38.8542,5.42478312930572,3,40.194,5.03299323663364,3,5.6,0.173205080756888,3,5.71,0.13856406460551,3,,,,,,
,1454,Madari et al.,2006-2013,Brazil,-14.593,-52.4,field,soybean,,,1400,,,,,,,5.6,,,,,,,,8,2856,90,3,3116,108,3,,,,,,,38.8542,5.42478312930572,3,40.89,5.18368165689214,3,5.6,0.173205080756888,3,5.74,0.121243556529821,3,,,,,,
,1455,Madari et al.,2006-2013,Brazil,-14.593,-52.4,field,soybean,,,1400,,,,,,,5.6,,,,,,,,16,2856,90,3,3161,114,3,,,,,,,38.8542,5.42478312930572,3,42.804,5.12340628878874,3,5.6,0.173205080756888,3,5.9,0.346410161513775,3,,,,,,
,1456,Hou et al.,2017,China,27.79,109.22,pot,,,,1300,,,,,,,6.21,,,,,,,,22.5,,,,,,,,,,,,,5.15,0.381051177665153,3,12.71,1.28171759760097,3,6.21,0.381051177665153,3,6.78,0.155884572681199,3,,,,,,
,1457,Hou et al.,2017,China,27.79,109.22,pot,,,,1300,,,,,,,6.21,,,,,,,,45,,,,,,,,,,,,,5.15,0.381051177665153,3,20.17,1.3856406460551,3,6.21,0.381051177665153,3,6.68,0.0519615242270663,3,,,,,,
,1458,Hou et al.,2017,China,27.79,109.22,pot,,,,1300,,,,,,,6.21,,,,,,,,90,,,,,,,,,,,,,5.15,0.381051177665153,3,26.47,1.09119200876839,3,6.21,0.381051177665153,3,6.89,0.0866025403784439,3,,,,,,
,1459,Hou et al.,2017,China,27.79,109.22,pot,,,,1300,,,,,,,6.21,,,,,,,,22.5,,,,,,,,,,,,,5.15,0.381051177665153,3,13.97,0.917986928011505,3,6.21,0.381051177665153,3,6.42,0.155884572681199,3,,,,,,
,1460,Hou et al.,2017,China,27.79,109.22,pot,,,,1300,,,,,,,6.21,,,,,,,,45,,,,,,,,,,,,,5.15,0.381051177665153,3,22.84,2.28630706599092,3,6.21,0.381051177665153,3,6.67,0.121243556529821,3,,,,,,
,1461,Hou et al.,2017,China,27.79,109.22,pot,,,,1300,,,,,,,6.21,,,,,,,,90,,,,,,,,,,,,,5.15,0.381051177665153,3,27.44,8.76417708629852,3,6.21,0.381051177665153,3,6.85,0.0692820323027551,3,,,,,,
,1462,Hou et al.,2017,China,27.79,109.22,pot,,,,1300,,,,,,,6.21,,,,,,,,22.5,,,,,,,,,,,,,5.15,0.381051177665153,3,19.07,2.14774300138541,3,6.21,0.381051177665153,3,6.77,3.11769145362398,3,,,,,,
,1463,Hou et al.,2017,China,27.79,109.22,pot,,,,1300,,,,,,,6.21,,,,,,,,45,,,,,,,,,,,,,5.15,0.381051177665153,3,23.75,12.1070351449065,3,6.21,0.381051177665153,3,6.81,0.13856406460551,3,,,,,,
,1464,Hou et al.,2017,China,27.79,109.22,pot,,,,1300,,,,,,,6.21,,,,,,,,90,,,,,,,,,,,,,5.15,0.381051177665153,3,28.1,5.73308817305298,3,6.21,0.381051177665153,3,7.33,0.363730669589464,3,,,,,,
,1465,Liu et al.,2011-2012,China,29.14,120.04,field,Rice,,,1350,,,,,,,6.16,,,,,,,,5.18,5450,381.051177665153,4,5710,277.12812921102,4,,,,,,,40.89,3.0624,4,46.98,4.2804,4,6.01,0.06,4,6.16,0.14,4,,,,,,
,1466,Liu et al.,2011-2012,China,29.14,120.04,field,Rice,,,1350,,,,,,,6.16,,,,,,,,5.18,8320,519.615242270663,4,8690,415.692193816531,4,,,,,,,44.37,3.4104,4,48.72,5.8116,4,5.06,0.08,4,5.13,0.14,4,,,,,,
,1467,Liu et al.,2011-2012,China,29.14,120.04,field,Rice,,,1350,,,,,,,6.16,,,,,,,,10.5,5450,381.051177665153,4,6030,433.012701892219,4,,,,,,,40.89,3.0624,4,45.414,4.35,4,6.01,0.06,4,6.19,0.12,4,,,,,,
,1468,Liu et al.,2011-2012,China,29.14,120.04,field,Rice,,,1350,,,,,,,6.16,,,,,,,,10.5,8320,519.615242270663,4,9030,606.217782649107,4,,,,,,,44.37,3.4104,4,48.198,6.4032,4,5.06,0.08,4,5.16,0.18,4,,,,,,
,1469,Liu et al.,2011-2012,China,29.14,120.04,field,Rice,,,1350,,,,,,,6.16,,,,,,,,10.7,5450,381.051177665153,4,5560,450.333209967908,4,,,,,,,40.89,3.0624,4,44.892,6.7164,4,6.01,0.06,4,6.02,0.08,4,,,,,,
,1470,Liu et al.,2011-2012,China,29.14,120.04,field,Rice,,,1350,,,,,,,6.16,,,,,,,,10.7,8320,519.615242270663,4,8880,484.974226119286,4,,,,,,,44.37,3.4104,4,46.284,3.132,4,5.06,0.08,4,5.1,0.1,4,,,,,,
,1471,Stephen et al.,2014-2017,America,44.56,-123.28,field,Wheat,,,1119,,,,,,,5.01,,,,,,,,0.5,4035,209.578147715834,3,4345,202.649944485559,3,,,,,,,16.2,1.40296115413079,3,23.8,2.06114046100696,3,5.01,0.433878727296004,3,5.56,0.481510124504148,3,,,,,,
,1472,Stephen et al.,2014-2017,America,44.56,-123.28,field,Wheat,,,1119,,,,,,,5.01,,,,,,,,1,4035,209.578147715834,3,4551,219.970452561247,3,,,,,,,17.2,1.48956369450923,3,35.4,3.06572992939691,3,5.01,0.433878727296004,3,5.95,0.515285115251741,3,,,,,,
,1473,Stephen et al.,2014-2017,America,44.56,-123.28,field,Wheat,,,1119,,,,,,,5.01,,,,,,,,2,4035,209.578147715834,3,4450,211.310198523403,3,,,,,,,18.2,1.57616623488768,3,42.5,3.68060796608386,3,5.01,0.433878727296004,3,5.99,0.518749216866879,3,,,,,,
,1474,Stephen et al.,2014-2017,America,44.56,-123.28,field,Pea,,,1119,,,,,,,5.01,,,,,,,,0.5,1208,180.133283987163,3,1833,174.937131564457,3,,,,,,,16.2,1.40296115413079,3,23.8,2.06114046100696,3,5.01,0.433878727296004,3,5.56,0.481510124504148,3,,,,,,
,1475,Stephen et al.,2014-2017,America,44.56,-123.28,field,Pea,,,1119,,,,,,,5.01,,,,,,,,1,1208,180.133283987163,3,1781,169.74097914175,3,,,,,,,17.2,1.48956369450923,3,35.4,3.06572992939691,3,5.01,0.433878727296004,3,5.95,0.515285115251741,3,,,,,,
,1476,Stephen et al.,2014-2017,America,44.56,-123.28,field,Pea,,,1119,,,,,,,5.01,,,,,,,,2,1208,180.133283987163,3,1730,162.812775911474,3,,,,,,,18.2,1.57616623488768,3,42.5,3.68060796608386,3,5.01,0.433878727296004,3,5.99,0.518749216866879,3,,,,,,
,1477,Julia et al.,2006-2007,America,31.5,-83.53,field,maize,,,964,,,,,,,5.59,,,,,,,,11,4703,407.291747399822,4,5049,437.256226370763,4,,,,,,,,,,,,,6.41,0.641,4,6.47,0.647,4,,,,,,
,1478,Julia et al.,2006-2007,America,31.5,-83.53,field,maize,,,964,,,,,,,5.59,,,,,,,,22,4703,407.291747399822,4,6073,525.93722771829,4,,,,,,,,,,,,,6.41,0.641,4,6.66,0.666,4,,,,,,
,1479,Julia et al.,2006-2007,America,31.5,-83.53,field,maize,,,964,,,,,,,5.59,,,,,,,,11,4449,385.294702143697,4,4614,399.58412130614,4,,,,,,,,,,,,,6.45,0.645,4,6.55,0.655,4,,,,,,
,1480,Julia et al.,2006-2007,America,31.5,-83.53,field,maize,,,964,,,,,,,5.59,,,,,,,,22,4449,385.294702143697,4,5126,443.924621979903,4,,,,,,,,,,,,,6.45,0.645,4,6.58,0.658,4,,,,,,
,1481,Zhu et al.,2013,China,28.3,107.55,field,tobacco,,,940.5,,,,,,,5.0999999999999996,,,,,,,,15,1705,147.657331345247,3,1795,155.451559979307,3,,,,,,,17.2,1.48956369450923,3,21.5,1.86195461813654,3,5.86,0.507490886617681,3,5.91,0.511821013636603,3,,,,,,
,1482,Zhu et al.,2013,China,28.3,107.55,field,tobacco,,,940.5,,,,,,,5.0999999999999996,,,,,,,,15,1705,147.657331345247,3,1902.98,164.802902289371,3,,,,,,,17.2,1.48956369450923,3,23.1,2.00051868274205,3,5.86,0.507490886617681,3,5.69,0.492768454753346,3,,,,,,
,1483,Zhu et al.,2013,China,28.3,107.55,field,tobacco,,,940.5,,,,,,,5.0999999999999996,,,,,,,,15,1705,147.657331345247,3,2239.47,193.943791101314,3,,,,,,,17.2,1.48956369450923,3,20.2,1.74937131564457,3,5.86,0.507490886617681,3,5.99,0.518749216866879,3,,,,,,
,1484,Zhu et al.,2013,China,28.3,107.55,field,tobacco,,,940.5,,,,,,,5.0999999999999996,,,,,,,,18.0375,1705,147.657331345247,3,2353.49,203.818212755264,3,,,,,,,17.2,1.48956369450923,3,27,2.33826859021798,3,5.86,0.507490886617681,3,6.07,0.525677420097154,3,,,,,,
,1485,Zhu et al.,2013,China,28.3,107.55,field,tobacco,,,940.5,,,,,,,5.0999999999999996,,,,,,,,18.0375,1705,147.657331345247,3,2427.72,210.246719327556,3,,,,,,,17.2,1.48956369450923,3,25,2.1650635094611,3,5.86,0.507490886617681,3,6.11,0.529141521712292,3,,,,,,
,1486,Pang et al.,2016-2017,China,20.82,110.45,field,sugarcane,,,1500,,,,,,,4.3,,,,,,,,1.0125,73889.2,2778.20949534048,3,78935.3,4243.52447854375,3,,,,,,,39.2,5.12687039040388,3,38.21,6.42590849608054,3,4.25,0.0692820323027551,3,4.6,0.0866025403784439,3,,,,,,
,1487,Pang et al.,2016-2017,China,20.82,110.45,field,sugarcane,,,1500,,,,,,,4.3,,,,,,,,2.025,73889.2,2778.20949534048,3,82963.2,6990.55705934799,3,,,,,,,39.2,5.12687039040388,3,39.81,4.0183578735598,3,4.25,0.0692820323027551,3,4.92,0.173205080756888,3,,,,,,
,1488,ng et al.,2008-2013,Australia,-37.72,145.05000000000001,field,,grain,,666,,,,,,,4.76,,,,,,,,0.6,,,,,,,,,,,,,34.8,3.01376840516985,3,30.3,2.62405697346685,3,4.76,0.824456184402786,3,5.08,0.87988181024499,3,,,,,,
,1489,ng et al.,2008-2013,Australia,-37.72,145.05000000000001,field,,grain,,666,,,,,,,4.76,,,,,,,,1.2,,,,,,,,,,,,,34.8,3.01376840516985,3,29.8,2.58075570327763,3,4.76,0.824456184402786,3,5.36,0.928379232856918,3,,,,,,
,1490,ng et al.,2008-2013,Australia,-37.72,145.05000000000001,field,,grain,,666,,,,,,,4.76,,,,,,,,5,,,,,,,,,,,,,34.8,3.01376840516985,3,30.9,2.67601849769392,3,4.76,0.824456184402786,3,5.71,0.989001011121829,3,,,,,,
,1491,ng et al.,1979-2013,Australia,-37.72,145.05000000000001,field,,grain,,666,,,,,,,4.76,,,,,,,,10,,,,,,,,,,,,,34.8,3.01376840516985,3,29.1,2.52013392501272,3,4.76,0.824456184402786,3,5.82,1.00805357000509,3,,,,,,
,1492,ng et al.,1979-2013,Australia,-37.72,145.05000000000001,field,,grain,,666,,,,,,,4.78,,,,,,,,0.367647058823529,,,,,,,,,,,,,26.3,2.27764681195307,3,24.5,2.12176223927187,3,4.78,0.827920286017923,3,5.35,0.926647182049349,3,,,,,,
,1493,ng et al.,1979-2013,Australia,-37.72,145.05000000000001,field,,grain,,666,,,,,,,4.78,,,,,,,,0.735294117647059,,,,,,,,,,,,,26.3,2.27764681195307,3,23.6,2.04381995293128,3,4.78,0.827920286017923,3,5.82,1.00805357000509,3,,,,,,
,1494,ng et al.,1979-2013,Australia,-37.72,145.05000000000001,field,,grain,,666,,,,,,,4.78,,,,,,,,0,,,,,,,,,,,,,26.3,2.27764681195307,3,23,1.99185842870421,3,4.78,0.827920286017923,3,6.01,1.0409625353489,3,,,,,,
,1495,ng et al.,1979-2013,Australia,-37.72,145.05000000000001,field,,grain,,666,,,,,,,4.78,,,,,,,,2.94117647058824,,,,,,,,,,,,,26.3,2.27764681195307,3,22.1,1.91391614236361,3,4.78,0.827920286017923,3,6.32,1.09465611038353,3,,,,,,
,1496,Pan Xiangyu,2015.4-2015.10,China,27.29,119.32,field,swamp rice,,,1556,,,,,,,4.95,,,,,,,,1.5,6155.6,533.090597553549,3,6690.6,579.422956656017,3,,,,,,,,,,,,,4.82,0.834848489248199,3,5.32,0.921451029626643,3,,,,,,
,1497,Pan Xiangyu,2015.4-2015.10,China,27.29,119.32,field,swamp rice,,,1556,,,,,,,4.95,,,,,,,,3,6155.6,533.090597553549,3,6973.4,603.91415507504,3,,,,,,,,,,,,,4.82,0.834848489248199,3,5.69,0.985536909506691,3,,,,,,
,1498,Pan Xiangyu,2015.4-2015.10,China,27.29,119.32,field,swamp rice,,,1556,,,,,,,4.95,,,,,,,,4.5,6155.6,533.090597553549,3,6647,575.647085895516,3,,,,,,,,,,,,,4.82,0.834848489248199,3,6.24,1.08079970392298,3,,,,,,
,1499,Pan Xiangyu,2015.4-2015.10,China,27.29,119.32,field,swamp rice,,,1556,,,,,,,4.93,,,,,,,,1.5,6255.6,541.750851591394,3,6995,605.784769947215,3,,,,,,,,,,,,,4.85,0.840044641670905,3,5.54,0.959556147393158,3,,,,,,
,1500,Pan Xiangyu,2015.4-2015.10,China,27.29,119.32,field,swamp rice,,,1556,,,,,,,4.93,,,,,,,,3,6255.6,541.750851591394,3,6534,565.860998832752,3,,,,,,,,,,,,,4.85,0.840044641670905,3,6.24,1.08079970392298,3,,,,,,
,1501,Pan Xiangyu,2015.4-2015.10,China,27.29,119.32,field,swamp rice,,,1556,,,,,,,4.93,,,,,,,,4.5,6255.6,541.750851591394,3,6481,561.271064192695,3,,,,,,,,,,,,,4.85,0.840044641670905,3,6.66,1.15354583784087,3,,,,,,
,1502,He Yuanlan et al,2017.3-2018.1,China,21.91,109.5,field,cane,,,1600,,,,,,,4.5599999999999996,,,,,,,,6,6000,519.615242270663,3,7900,684.160068989706,3,,,,,,,,,,,,,4.56,0.789815168251408,3,5.4,0.935307436087194,3,,,,,,
,1503,Chen Shigao at al,2018.3-2018.11,China,28.57,109.3,field,sweet potato,,,1341.1,,,,,,,5.8,,,,,,,,4.005,33219,2876.84978883153,3,33969,2941.80169411536,3,,,,,,,17.7,1.53286496469846,3,18.1,1.56750598084983,3,5.5,0.952627944162882,3,6.2,1.0738715006927,3,,,,,,
,1504,Chen Shigao at al,2018.3-2018.11,China,28.57,109.3,field,sweet potato,,,1341.1,,,,,,,5.8,,,,,,,,4.005,35634,3085.99492384547,3,36840,3190.43758754187,3,,,,,,,17.8,1.5415252187363,3,18.1,1.56750598084983,3,5.3,0.917986928011505,3,6,1.03923048454133,3,,,,,,
,1505,Xue Bingjie,2017.6-2017.11,China,32.688049,115.531548,field,capsicum,,,900,,,,,,,5.62,,,,,,,,1.0125,22809,1975.31734349193,3,24402,2113.27519031479,3,,,,,,,,,,,,,5.51,0.954359994970451,3,6.16,1.06694329746243,3,,,,,,
,1506,Xue Bingjie,2017.6-2017.11,China,32.688049,115.531548,field,capsicum,,,900,,,,,,,5.62,,,,,,,,2.025,22809,1975.31734349193,3,26021,2253.48470318749,3,,,,,,,,,,,,,5.51,0.954359994970451,3,6.48,1.12236892330463,3,,,,,,
,1507,Xue Bingjie,2017.6-2017.11,China,32.688049,115.531548,field,capsicum,,,900,,,,,,,5.62,,,,,,,,3.0375,22809,1975.31734349193,3,25489,2207.41215170616,3,,,,,,,,,,,,,5.51,0.954359994970451,3,7.03,1.21763171772092,3,,,,,,
,1508,Xue Bingjie,2017.6-2017.11,China,32.688049,115.531548,field,capsicum,,,900,,,,,,,5.62,,,,,,,,4.05,22809,1975.31734349193,3,24602,2130.59569839048,3,,,,,,,,,,,,,5.51,0.954359994970451,3,7.11,1.23148812418147,3,,,,,,
,1509,ZHAO Ying at al,2012-2015,China,44.049683,126.110527,field,ginseng,,,522-615,,,,,,,5.13,,,,,,,,2.67,21800,1887.93538025008,3,25200,2182.38401753679,3,,,,,,,70.2,6.07949833456676,3,57.2,4.95366530964699,3,5.13,0.888542064282834,3,6.08,1.05308689100188,3,,,,,,
,1510,Fang Keming at al,2015.6-2015.10,China,28.874814,117.275065,field,swamp rice,,,1763.5,,,,,,,4. 66,,,,,,,,0.801,9397,813.804071936237,3,9760,845.240794093612,3,,,,,,,30.4,2.63271722750469,3,33.3,2.88386459460218,3,4.98,0.862561302169301,3,5.02,0.869489505399576,3,,,,,,
,1511,Fang Keming at al,2015.6-2015.10,China,28.874814,117.275065,field,swamp rice,,,1763.5,,,,,,,4. 66,,,,,,,,1.335,9397,813.804071936237,3,10019,867.670852051629,3,,,,,,,30.4,2.63271722750469,3,33.1,2.86654408652649,3,4.98,0.862561302169301,3,5.11,0.885077962667696,3,,,,,,
,1512,Fang Keming at al,2015.6-2015.10,China,28.874814,117.275065,field,swamp rice,,,1763.5,,,,,,,4. 66,,,,,,,,1.869,9397,813.804071936237,3,9900,857.365149746594,3,,,,,,,30.4,2.63271722750469,3,32.2,2.78860180018589,3,4.98,0.862561302169301,3,5.23,0.905862572358523,3,,,,,,
,1513,Huang Baihao at al,2014 - 2017,China,30.65984,104.10194,field,rice-wheat double cropping,,,900～1300,,,,,,,5.3,,,,,,,,1.335,7480,647.78700203076,3,8060,698.016475450258,3,,,,,,,,,,,,,5.1,0.883345911860127,3,6.2,1.0738715006927,3,,,,,,
,1514,Huang Baihao at al,2014 - 2017,China,30.65984,104.10194,field,rice-wheat double cropping,,,900～1301,,,,,,,5.3,,,,,,,,2.67,7480,647.78700203076,3,7481,647.873604571139,3,,,,,,,,,,,,,5.1,0.883345911860127,3,7.2,1.24707658144959,3,,,,,,
,1515,Huang Baihao at al,2014 - 2017,China,30.65984,104.10194,field,rice-wheat double cropping,,,900～1302,,,,,,,5.3,,,,,,,,4.005,7480,647.78700203076,3,7236,626.65598217842,3,,,,,,,,,,,,,5.1,0.883345911860127,3,8.1,1.40296115413079,3,,,,,,
,1516,Huang Baihao at al,2014 - 2017,China,30.65984,104.10194,field,rice-wheat double cropping,,,900～1303,,,,,,,5.3,,,,,,,,5.34,7480,647.78700203076,3,7269,629.513866010909,3,,,,,,,,,,,,,5.1,0.883345911860127,3,8.4,1.45492267835786,3,,,,,,
,1517,Huang Baihao at al,2014 - 2017,China,30.65984,104.10194,field,rice-wheat double cropping,,,900～1300,,,,,,,5.3,,,,,,,,1.335,4733,409.889823611175,3,4817,417.164437002964,3,,,,,,,,,,,,,5.1,0.883345911860127,3,6.2,1.0738715006927,3,,,,,,
,1518,Huang Baihao at al,2014 - 2017,China,30.65984,104.10194,field,rice-wheat double cropping,,,900～1301,,,,,,,5.3,,,,,,,,2.67,4733,409.889823611175,3,4765,412.661104903285,3,,,,,,,,,,,,,5.1,0.883345911860127,3,7.2,1.24707658144959,3,,,,,,
,1519,Huang Baihao at al,2014 - 2017,China,30.65984,104.10194,field,rice-wheat double cropping,,,900～1302,,,,,,,5.3,,,,,,,,4.005,4733,409.889823611175,3,4589,397.419057796679,3,,,,,,,,,,,,,5.1,0.883345911860127,3,8.1,1.40296115413079,3,,,,,,
,1520,Huang Baihao at al,2014 - 2017,China,30.65984,104.10194,field,rice-wheat double cropping,,,900～1303,,,,,,,5.3,,,,,,,,5.34,4733,409.889823611175,3,4345,376.288037944339,3,,,,,,,,,,,,,5.1,0.883345911860127,3,8.4,1.45492267835786,3,,,,,,
,1521,Deng Zhongwang at al,2019.3-2019.6,China,22.381393,109.202383,field,watermelon,,,1658,,,,,,,4.47,,,,,,,,0.534,70646,6118.12306757555,3,71830,6220.66047538362,3,,,,,,,11.7,1.01324972242779,3,11.9,1.03057023050348,3,,,,,,,,,,,,
,1522,Deng Zhongwang at al,2019.3-2019.6,China,22.381393,109.202383,field,watermelon,,,1658,,,,,,,4.47,,,,,,,,1.068,70646,6118.12306757555,3,75982,6580.23422303492,3,,,,,,,11.7,1.01324972242779,3,12.3,1.06521124665486,3,,,,,,,,,,,,
,1523,Deng Zhongwang at al,2019.3-2019.6,China,22.381393,109.202383,field,watermelon,,,1658,,,,,,,4.47,,,,,,,,1.602,70646,6118.12306757555,3,74499,6451.80265565369,3,,,,,,,11.7,1.01324972242779,3,12,1.03923048454133,3,,,,,,,,,,,,
,1524,WEN Jiong at al,2016-2017,China,28.69026,112.95887,field,rice,,,1393,,,,,,,5.5,,,,,,,,3.204,7266,372.390923627309,3,7640,417.424244624099,3,,,,,,,16,2.07846096908265,3,16.9,0.692820323027551,3,5.2,0.311769145362398,3,5.97,0.536935750346352,3,,,,,,
,1525,WEN Jiong at al,2016-2017,China,28.69026,112.95887,field,rice,,,1393,,,,,,,5.5,,,,,,,,3.204,7389,370.65887281974,3,7504,365.462720397033,3,,,,,,,16.9,1.90525588832577,3,16.7,0.866025403784439,3,5.18,0.294448637286709,3,5.8,0.692820323027551,3,,,,,,
,1526,WEN Jiong at al,2016-2017,China,28.69026,112.95887,field,rice,,,1393,,,,,,,5.5,,,,,,,,6,7306,400.103736548411,3,7442,375.855025242446,3,,,,,,,15.7,0.173205080756888,3,16.9,1.90525588832577,3,5.25,0.311769145362398,3,5.28,0.294448637286709,3,,,,,,
,1527,WEN Jiong at al,2016-2017,China,28.69026,112.95887,field,rice,,,1393,,,,,,,5.5,,,,,,,,6,7492,361.998618781895,3,7506,377.587076050015,3,,,,,,,16.9,0.692820323027551,3,17.8,2.42487113059643,3,5.97,0.536935750346352,3,6.1,0.450333209967908,3,,,,,,
,1528,Sun Yuping at al,2018,China,27.885752,114.567824,field,rice,,,1395.9,,,,,,,5.13,,,,,,,,0.3,8336,721.918776594708,3,8756,758.291843553654,3,,,,,,,38.4,3.32553755053224,3,39.8,3.44678110706207,3,5.02,0.434744752699788,3,5.22,0.452065260775477,3,,,,,,
,1529,Sun Yuping at al,2018,China,27.885752,114.567824,field,rice,,,1395.9,,,,,,,5.13,,,,,,,,0.45,8336,721.918776594708,3,9005,779.855876107887,3,,,,,,,38.4,3.32553755053224,3,41.9,3.6286464418568,3,5.02,0.434744752699788,3,5.31,0.459859489409537,3,,,,,,
,1530,Sun Yuping at al,2018,China,27.885752,114.567824,field,rice,,,1395.9,,,,,,,5.13,,,,,,,,0.6,8336,721.918776594708,3,9416,815.449520203427,3,,,,,,,38.4,3.32553755053224,3,44.5,3.85381304684075,3,5.02,0.434744752699788,3,5.39,0.466787692639812,3,,,,,,
,1531,Sun Yuping at al,2018,China,27.885752,114.567824,field,rice,,,1395.9,,,,,,,5.13,,,,,,,,0.75,8336,721.918776594708,3,9107,788.689335226488,3,,,,,,,38.4,3.32553755053224,3,43.7,3.784531014538,3,5.02,0.434744752699788,3,5.46,0.472849870466304,3,,,,,,
,1532,Sun Yuping at al,2018,China,27.95389,114.60061,field,rice,,,1395.9,,,,,,,4.4000000000000004,,,,,,,,0.3,5546,480.29768893885,3,5940,514.419089847957,3,,,,,,,36.6,3.16965297785105,3,42.4,3.67194771204602,3,4.43,0.383649253876506,3,4.52,0.391443482510566,3,,,,,,
,1533,Sun Yuping at al,2018,China,27.95389,114.60061,field,rice,,,1395.9,,,,,,,4.4000000000000004,,,,,,,,0.45,5546,480.29768893885,3,6041,523.165946426179,3,,,,,,,36.6,3.16965297785105,3,39.9,3.45544136109991,3,4.43,0.383649253876506,3,4.58,0.396639634933273,3,,,,,,
,1534,Sun Yuping at al,2018,China,27.95389,114.60061,field,rice,,,1395.9,,,,,,,4.4000000000000004,,,,,,,,0.6,5546,480.29768893885,3,6566,568.632280124862,3,,,,,,,36.6,3.16965297785105,3,41.8,3.61998618781895,3,4.43,0.383649253876506,3,4.62,0.400103736548411,3,,,,,,
,1535,Sun Yuping at al,2018,China,27.95389,114.60061,field,rice,,,1395.9,,,,,,,4.4000000000000004,,,,,,,,0.75,5546,480.29768893885,3,6116,529.661136954563,3,,,,,,,36.6,3.16965297785105,3,40.7,3.52472339340267,3,4.43,0.383649253876506,3,4.67,0.404433863567333,3,,,,,,
,1536,Zhou Jia at al,2014.2-2014.10,China,28.961993,107.04522900000001,field,lettuce,,,1151.5,,,,,,,5,,,,,,,,0.75,43433,3761.40813625695,3,45767,3963.53846550024,3,,,,,,,32.5,2.81458256229943,3,26.3,2.27764681195307,3,5,0.866025403784439,3,5.31,0.919718978819074,3,,,,,,
,1537,Zhou Jia at al,2014.2-2014.10,China,28.961993,107.04522900000001,field,lettuce,,,1151.5,,,,,,,5,,,,,,,,0.75,25500,2208.36477965032,3,28167,2439.33375483963,3,,,,,,,32.5,2.81458256229943,3,26.3,2.27764681195307,3,5,0.866025403784439,3,5.31,0.919718978819074,3,,,,,,
,1538,Zhou Jia at al,2014.2-2014.10,China,28.961993,107.04522900000001,field,lettuce,,,1151.5,,,,,,,5,,,,,,,,0.75,44167,3824.97440089473,3,48500,4200.22320835453,3,,,,,,,32.5,2.81458256229943,3,26.3,2.27764681195307,3,5,0.866025403784439,3,5.31,0.919718978819074,3,,,,,,
