meta_analytical_study,no.,sources,year_of_experiment,country,lat,lon,experiment_type,crop,crop_type,water_magement,rainfallmm,irrigation_amountmm,n_fertilizerkg_ha,p_fertilizerkg_ha,k_fertilizerkg_ha,soil_texture,bulk_densityg_cm3,s_phwater,s_socg_kg,s_tng_kg,s_c:n,b_phwater,b_totalcg_kg,b_totalng_kg,b_c:n,biochar_ratet_ha,yc_mean,yc_sd,yc_n,yr_mean,yr_sd,yr_n,nuec_mean,nuec_sd,nuec_n,nuer_mean,nuer_sd,nuer_n,socc_mean,socc_sd,socc_n,socr_mean,socr_sd,socr_n,phc_mean,phc_sd,phc_n,phr_mean,phr_sd,phr_n,sbdc_mean,sbdc_sd,sbdc_n,sbdr_mean,sbdr_sd,sbdr_n
,1348,Meng et al.,1983-1998,China,29.17,119.18,field,mungbean,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.75,920,79.6743371481684,3,1460,126.439708952528,3,,,,,,,,,,,,,5.1,0.441672955930064,3,5.62,0.486706276926855,3,,,,,,
,1349,Meng et al.,1983-1998,China,29.17,119.18,field,mungbean,,,1333,,,,,,,4.8600000000000003,,,,,,,,1.125,920,79.6743371481684,3,1340,116.047404107115,3,,,,,,,,,,,,,5.1,0.441672955930064,3,6.01,0.520481267674448,3,,,,,,
,1350,Meng et al.,1983-1998,China,29.17,119.18,field,mungbean,,,1333,,,,,,,4.8600000000000003,,,,,,,,1.5,920,92,3,1580,158,3,,,,,,,,,,,,,5.1,0.441672955930064,3,6.34,0.549060105999334,3,,,,,,
,1351,Meng et al.,1983-1998,China,29.17,119.18,field,broadbean,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.340909090909091,1250,125,3,1430,143,3,,,,,,,,,,,,,5,0.433012701892219,3,5.26,0.455529362390615,3,,,,,,
,1352,Meng et al.,1983-1998,China,29.17,119.18,field,broadbean,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.681818181818182,1250,125,3,1800,180,3,,,,,,,,,,,,,5,0.433012701892219,3,5.52,0.47804602288901,3,,,,,,
,1353,Meng et al.,1983-1998,China,29.17,119.18,field,broadbean,,,1333,,,,,,,4.8600000000000003,,,,,,,,1.02272727272727,1250,125,3,1840,184,3,,,,,,,,,,,,,5,0.433012701892219,3,5.93,0.513553064444172,3,,,,,,
,1354,Meng et al.,1983-1998,China,29.17,119.18,field,broadbean,,,1333,,,,,,,4.8600000000000003,,,,,,,,1.36363636363636,1250,139.754248593737,3,1910,213.54449185123,3,,,,,,,,,,,,,5,0.433012701892219,3,6.37,0.551658182210687,3,,,,,,
,1355,Meng et al.,1983-1998,China,29.17,119.18,field,sesame,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.340909090909091,570,49.363448015713,3,850,73.6121593216773,3,,,,,,,,,,,,,5,0.433012701892219,3,5.26,0.455529362390615,3,,,,,,
,1356,Meng et al.,1983-1998,China,29.17,119.18,field,sesame,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.681818181818182,570,49.363448015713,3,900,77.9422863405995,3,,,,,,,,,,,,,5,0.433012701892219,3,5.52,0.47804602288901,3,,,,,,
,1357,Meng et al.,1983-1998,China,29.17,119.18,field,sesame,,,1333,,,,,,,4.8600000000000003,,,,,,,,1.02272727272727,570,49.363448015713,3,740,64.0858798800485,3,,,,,,,,,,,,,5,0.433012701892219,3,5.93,0.513553064444172,3,,,,,,
,1358,Meng et al.,1983-1998,China,29.17,119.18,field,sesame,,,1333,,,,,,,4.8600000000000003,,,,,,,,1.36363636363636,570,49.363448015713,3,910,78.8083117443839,3,,,,,,,,,,,,,5,0.433012701892219,3,6.37,0.551658182210687,3,,,,,,
,1359,Meng et al.,1983-1998,China,29.17,119.18,field,rapeseed,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.3125,1860,161.080725103906,3,1960,169.74097914175,3,,,,,,,,,,,,,5.01,0.433878727296004,3,5.27,0.456395387794399,3,,,,,,
,1360,Meng et al.,1983-1998,China,29.17,119.18,field,rapeseed,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.625,1860,161.080725103906,3,2060,178.401233179594,3,,,,,,,,,,,,,5.01,0.433878727296004,3,5.47,0.473715895870088,3,,,,,,
,1361,Meng et al.,1983-1998,China,29.17,119.18,field,rapeseed,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.9375,1860,186,3,2030,203,3,,,,,,,,,,,,,5.01,0.433878727296004,3,5.76,0.498830632579837,3,,,,,,
,1362,Meng et al.,1983-1998,China,29.17,119.18,field,rapeseed,,,1333,,,,,,,4.8600000000000003,,,,,,,,1.25,1860,161.080725103906,3,2370,205.248020696912,3,,,,,,,,,,,,,5.01,0.433878727296004,3,6.04,0.523079343885801,3,,,,,,
,1363,Meng et al.,1983-1998,China,29.17,119.18,field,soybean,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.3125,960,83.1384387633061,3,1040,90.0666419935816,3,,,,,,,,,,,,,5.01,0.433878727296004,3,5.27,0.456395387794399,3,,,,,,
,1364,Meng et al.,1983-1998,China,29.17,119.18,field,soybean,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.625,960,83.1384387633061,3,1170,101.324972242779,3,,,,,,,,,,,,,5.01,0.433878727296004,3,5.47,0.473715895870088,3,,,,,,
,1365,Meng et al.,1983-1998,China,29.17,119.18,field,soybean,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.9375,960,83.1384387633061,3,1110,96.1288198200727,3,,,,,,,,,,,,,5.01,0.433878727296004,3,5.76,0.498830632579837,3,,,,,,
,1366,Meng et al.,1983-1998,China,29.17,119.18,field,soybean,,,1333,,,,,,,4.8600000000000003,,,,,,,,1.25,960,83.1384387633061,3,1100,95.2627944162882,3,,,,,,,,,,,,,5.01,0.433878727296004,3,6.04,0.523079343885801,3,,,,,,
,1367,Meng et al.,1983-1998,China,29.17,119.18,field,Potato,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.288461538461538,9720,841.776692478474,3,9900,857.365149746594,3,,,,,,,,,,,,,4.9,0.424352447854375,3,5.06,0.438208854314926,3,,,,,,
,1368,Meng et al.,1983-1998,China,29.17,119.18,field,Potato,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.576923076923077,9720,841.776692478474,3,10040,869.489505399576,3,,,,,,,,,,,,,4.9,0.424352447854375,3,5.22,0.452065260775477,3,,,,,,
,1369,Meng et al.,1983-1998,China,29.17,119.18,field,Potato,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.865384615384615,9720,841.776692478474,3,14010,1213.301590702,3,,,,,,,,,,,,,4.9,0.424352447854375,3,5.68,0.491902429349561,3,,,,,,
,1370,Meng et al.,1983-1998,China,29.17,119.18,field,Potato,,,1333,,,,,,,4.8600000000000003,,,,,,,,1.15384615384615,9720,841.776692478474,3,13870,1201.17723504902,3,,,,,,,,,,,,,4.9,0.424352447854375,3,5.84,0.505758835810112,3,,,,,,
,1371,Meng et al.,1983-1998,China,29.17,119.18,field,soybean,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.288461538461538,1210,104.789073857917,3,1320,114.315353299546,3,,,,,,,,,,,,,4.9,0.424352447854375,3,5.06,0.438208854314926,3,,,,,,
,1372,Meng et al.,1983-1998,China,29.17,119.18,field,soybean,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.576923076923077,1210,104.789073857917,3,1580,136.832013797941,3,,,,,,,,,,,,,4.9,0.424352447854375,3,5.22,0.452065260775477,3,,,,,,
,1373,Meng et al.,1983-1998,China,29.17,119.18,field,soybean,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.865384615384615,1210,104.789073857917,3,1660,143.760217028217,3,,,,,,,,,,,,,4.9,0.424352447854375,3,5.68,0.491902429349561,3,,,,,,
,1374,Meng et al.,1983-1998,China,29.17,119.18,field,soybean,,,1333,,,,,,,4.8600000000000003,,,,,,,,1.15384615384615,1210,104.789073857917,3,2050,177.53520777581,3,,,,,,,,,,,,,4.9,0.424352447854375,3,5.84,0.505758835810112,3,,,,,,
,1375,Meng et al.,1983-1998,China,29.17,119.18,field,rapeseed,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.267857142857143,770,66.6839560914018,3,890,77.076260936815,3,,,,,,,,,,,,,4.91,0.425218473258159,3,5.11,0.442538981333848,3,,,,,,
,1376,Meng et al.,1983-1998,China,29.17,119.18,field,rapeseed,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.535714285714286,770,66.6839560914018,3,920,79.6743371481684,3,,,,,,,,,,,,,4.91,0.425218473258159,3,5.27,0.456395387794399,3,,,,,,
,1377,Meng et al.,1983-1998,China,29.17,119.18,field,rapeseed,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.803571428571429,770,66.6839560914018,3,1000,86.6025403784439,3,,,,,,,,,,,,,4.91,0.425218473258159,3,5.53,0.478912048292795,3,,,,,,
,1378,Meng et al.,1983-1998,China,29.17,119.18,field,rapeseed,,,1333,,,,,,,4.8600000000000003,,,,,,,,1.07142857142857,770,66.6839560914018,3,1070,92.6647182049349,3,,,,,,,,,,,,,4.91,0.425218473258159,3,5.66,0.490170378541992,3,,,,,,
,1379,Meng et al.,1983-1998,China,29.17,119.18,field,soybean,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.267857142857143,1020,88.3345911860127,3,1050,90.932667397366,3,,,,,,,,,,,,,4.91,0.425218473258159,3,5.11,0.442538981333848,3,,,,,,
,1380,Meng et al.,1983-1998,China,29.17,119.18,field,soybean,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.535714285714286,1020,88.3345911860127,3,1120,96.9948452238571,3,,,,,,,,,,,,,4.91,0.425218473258159,3,5.27,0.456395387794399,3,,,,,,
,1381,Meng et al.,1983-1998,China,29.17,119.18,field,soybean,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.803571428571429,1020,88.3345911860127,3,1310,113.449327895761,3,,,,,,,,,,,,,4.91,0.425218473258159,3,5.53,0.478912048292795,3,,,,,,
,1382,Meng et al.,1983-1998,China,29.17,119.18,field,soybean,,,1333,,,,,,,4.8600000000000003,,,,,,,,1.07142857142857,1020,88.3345911860127,3,1280,110.851251684408,3,,,,,,,,,,,,,4.91,0.425218473258159,3,5.66,0.490170378541992,3,,,,,,
,1383,Meng et al.,1983-1998,China,29.17,119.18,field,Watermelon,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.25,28100,2433.53138463427,3,31100,2693.3390057696,3,,,,,,,,,,,,,4.78,0.413960143008962,3,4.97,0.430414625680866,3,,,,,,
,1384,Meng et al.,1983-1998,China,29.17,119.18,field,Watermelon,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.5,28100,2433.53138463427,3,32400,2805.92230826158,3,,,,,,,,,,,,,4.78,0.413960143008962,3,5.12,0.443405006737633,3,,,,,,
,1385,Meng et al.,1983-1998,China,29.17,119.18,field,Watermelon,,,1333,,,,,,,4.8600000000000003,,,,,,,,0.75,28100,2433.53138463427,3,33300,2883.86459460218,3,,,,,,,,,,,,,4.78,0.413960143008962,3,5.53,0.478912048292795,3,,,,,,
,1386,Meng et al.,1983-1998,China,29.17,119.18,field,Watermelon,,,1333,,,,,,,4.8600000000000003,,,,,,,,1,28100,2433.53138463427,3,33700,2918.50561075356,3,,,,,,,,,,,,,4.78,0.413960143008962,3,5.72,0.495366530964699,3,,,,,,
,1387,Ma et al.,2011,China,30.23,119.72,field,brassica chinensis,,,1628,,,,,,,5.88,,,,,,,,2.25,636.7,55.1398374589552,3,881.7,76.357459851674,3,,,,,,,9.6222,0.833306964029463,3,10.005,0.866458416486331,3,5.82,0.504026785002543,3,5.99,0.518749216866879,3,,,,,,
,1388,Ma et al.,2011,China,30.23,119.72,field,brassica chinensis,,,1628,,,,,,,5.88,,,,,,,,2.25,9297.7,805.204439676658,3,9402,814.237084638129,3,,,,,,,14.2506,1.23413816191705,3,15.2772,1.32304432986956,3,5.15,0.446003082948986,3,5.53,0.478912048292795,3,,,,,,
,1389,Liu et al.,2006-2012,China,31.05,104.19,field,Rice,,,891,,,,,,,5.5,,,,,,,,10.2,9423,816.055737986077,3,9175,794.578307972223,3,,,,,,,18.25,1.5804963619066,3,29.5,2.55477494116409,3,,,,,,,1.4575,0.126223202601582,3,1.3525,0.117129935861845,3
,1390,Liu et al.,2006-2012,China,31.05,104.19,field,Rice,,,891,,,,,,,5.5,,,,,,,,105.2,9776,846.626434739667,3,9855,853.468035429564,3,,,,,,,18.25,1.5804963619066,3,29.5,2.55477494116409,3,,,,,,,1.4575,0.126223202601582,3,1.3525,0.117129935861845,3
,1391,Liu et al.,2006-2012,China,31.05,104.19,field,Rice,,,891,,,,,,,5.5,,,,,,,,105.2,10150,879.015784841205,3,10572,915.562056880908,3,,,,,,,18.25,1.5804963619066,3,29.5,2.55477494116409,3,,,,,,,1.4575,0.126223202601582,3,1.3525,0.117129935861845,3
,1392,Liu et al.,2006-2012,China,31.05,104.19,field,Rice,,,891,,,,,,,5.5,,,,,,,,105.2,10091,873.906234958877,3,11256,974.798194499764,3,,,,,,,18.25,1.5804963619066,3,29.5,2.55477494116409,3,,,,,,,1.4575,0.126223202601582,3,1.3525,0.117129935861845,3
,1393,Liu et al.,2006-2012,China,31.05,104.19,field,Rice,,,891,,,,,,,5.5,,,,,,,,105.2,10343,895.730075134245,3,11369,984.584281562528,3,,,,,,,18.25,1.5804963619066,3,29.5,2.55477494116409,3,,,,,,,1.4575,0.126223202601582,3,1.3525,0.117129935861845,3
,1394,Liu et al.,2006-2012,China,31.05,104.19,field,Rice,,,891,,,,,,,5.5,,,,,,,,105.2,10267,889.148282065483,3,11122,963.193454089053,3,,,,,,,18.25,1.5804963619066,3,29.5,2.55477494116409,3,,,,,,,1.4575,0.126223202601582,3,1.3525,0.117129935861845,3
,1395,Liu et al.,2006-2012,China,31.05,104.19,field,Rice,,,891,,,,,,,5.5,,,,,,,,105.2,9526,952.6,3,10485,1048.5,3,,,,,,,18.25,1.5804963619066,3,29.5,2.55477494116409,3,,,,,,,1.4575,0.126223202601582,3,1.3525,0.117129935861845,3
,1396,Liu et al.,2006-2012,China,31.05,104.19,field,rapeseed,,,891,,,,,,,5.5,,,,,,,,105.2,4077,407.7,3,4367,436.7,3,,,,,,,18.25,1.5804963619066,3,29.5,2.55477494116409,3,,,,,,,1.4575,0.126223202601582,3,1.3525,0.117129935861845,3
,1397,Liu et al.,2006-2012,China,31.05,104.19,field,rapeseed,,,891,,,,,,,5.5,,,,,,,,105.2,3770,377,3,4371,437.1,3,,,,,,,18.25,1.5804963619066,3,29.5,2.55477494116409,3,,,,,,,1.4575,0.126223202601582,3,1.3525,0.117129935861845,3
,1398,Liu et al.,2006-2012,China,31.05,104.19,field,rapeseed,,,891,,,,,,,5.5,,,,,,,,105.2,3791,379.1,3,3884,388.4,3,,,,,,,18.25,1.5804963619066,3,29.5,2.55477494116409,3,,,,,,,1.4575,0.126223202601582,3,1.3525,0.117129935861845,3
,1399,Liu et al.,2006-2012,China,31.05,104.19,field,rapeseed,,,891,,,,,,,5.5,,,,,,,,105.2,3941,394.1,3,3969,396.9,3,,,,,,,18.25,1.5804963619066,3,29.5,2.55477494116409,3,,,,,,,1.4575,0.126223202601582,3,1.3525,0.117129935861845,3
,1400,Liu et al.,2006-2012,China,31.05,104.19,field,rapeseed,,,891,,,,,,,5.5,,,,,,,,105.2,4087,408.7,3,4303,430.3,3,,,,,,,18.25,1.5804963619066,3,29.5,2.55477494116409,3,,,,,,,1.4575,0.126223202601582,3,1.3525,0.117129935861845,3
,1401,Liu et al.,2006-2012,China,31.05,104.19,field,rapeseed,,,891,,,,,,,5.5,,,,,,,,105.2,4718,471.8,3,5021,502.1,3,,,,,,,18.25,1.5804963619066,3,29.5,2.55477494116409,3,,,,,,,1.4575,0.126223202601582,3,1.3525,0.117129935861845,3
,1402,Liu et al.,2006-2012,China,31.05,104.19,field,rapeseed,,,891,,,,,,,5.5,,,,,,,,105.2,3496,349.6,3,3592,359.2,3,,,,,,,18.25,1.5804963619066,3,29.5,2.55477494116409,3,,,,,,,1.4575,0.126223202601582,3,1.3525,0.117129935861845,3
,1403,Xie et al.,2010-2012,China,43.61,124.75,field,maize,,,594,,,,,,,6.21,,,,,,,,7,9747,844.114961068692,3,9892,856.672329423567,3,,,,,,,,,,,,,,,,,,,,,,,,
,1404,Xie et al.,2010-2012,China,43.61,124.75,field,maize,,,594,,,,,,,6.21,,,,,,,,7,9067,785.225233611351,3,9506,823.243748837487,3,,,,,,,,,,,,,,,,,,,,,,,,
,1405,Xie et al.,2010-2012,China,43.61,124.75,field,maize,,,594,,,,,,,6.21,,,,,,,,7,9380,812.331828749803,3,9867,854.507265914106,3,,,,,,,,,,,,,,,,,,,,,,,,
,1406,Xie et al.,2010-2012,China,43.61,124.75,field,maize,,,594,,,,,,,6.21,,,,,,,,7,10353,896.596100538029,3,10620,919.718978819074,3,,,,,,,,,,,,,,,,,,,,,,,,
,1407,Xie et al.,2010-2012,China,43.61,124.75,field,maize,,,594,,,,,,,6.21,,,,,,,,7,10026,868.277069834278,3,10534,912.271160346528,3,,,,,,,,,,,,,,,,,,,,,,,,
,1408,Xie et al.,2010-2012,China,43.61,124.75,field,maize,,,594,,,,,,,6.21,,,,,,,,7,10527,911.664942563879,3,10926,946.219356174878,3,,,,,,,,,,,,,,,,,,,,,,,,
,1409,Zhou et al.,2017-2020,China,35.09,118.4,field,Wheat,,,800,,,,,,,6.36,,,,,,,,9.471,6900,690,3,7080,708,3,,,,,,,20.4,1.76669182372025,3,21.5,1.86195461813654,3,6.33,0.54819408059555,3,6.34,0.549060105999334,3,1.26,0.109119200876839,3,1.25,0.108253175473055,3
,1410,Zhou et al.,2017-2020,China,35.09,118.4,field,Wheat,,,800,,,,,,,6.36,,,,,,,,9.471,6855,685.5,3,7185,718.5,3,,,,,,,20.9,1.80999309390948,3,22.1,1.91391614236361,3,6.23,0.539533826557705,3,6.32,0.547328055191765,3,1.28,0.110851251684408,3,1.22,0.105655099261702,3
,1411,Zhou et al.,2017-2020,China,35.09,118.4,field,Wheat,,,800,,,,,,,6.36,,,,,,,,9.471,6765,676.5,3,7245,724.5,3,,,,,,,20.2,1.74937131564457,3,22.9,1.98319817466636,3,6.26,0.542131902769059,3,6.35,0.549926131403119,3,1.25,0.108253175473055,3,1.19,0.103057023050348,3
,1412,Zhou et al.,2017-2020,China,35.09,118.4,field,maize,,,800,,,,,,,6.36,,,,,,,,9.471,7650,765,3,7950,795,3,,,,,,,20.4,1.76669182372025,3,21.5,1.86195461813654,3,6.33,0.54819408059555,3,6.34,0.549060105999334,3,1.26,0.109119200876839,3,1.25,0.108253175473055,3
,1413,Zhou et al.,2017-2020,China,35.09,118.4,field,maize,,,800,,,,,,,6.36,,,,,,,,9.471,7470,747,3,7890,789,3,,,,,,,20.9,1.80999309390948,3,22.1,1.91391614236361,3,6.23,0.539533826557705,3,6.32,0.547328055191765,3,1.28,0.110851251684408,3,1.22,0.105655099261702,3
,1414,Zhou et al.,2017-2020,China,35.09,118.4,field,maize,,,800,,,,,,,6.36,,,,,,,,9.471,7530,753,3,8040,804,3,,,,,,,20.2,1.74937131564457,3,22.9,1.98319817466636,3,6.26,0.542131902769059,3,6.35,0.549926131403119,3,1.25,0.108253175473055,3,1.19,0.103057023050348,3
,1415,Zhou et al.,2017-2020,China,35.09,118.4,field,Wheat,,,800,,,,,,,6.07,,,,,,,,8.364,6450,558.586385440963,3,6750,584.567147554496,3,,,,,,,15.4,1.33367912182804,3,15.5,1.34233937586588,3,6.03,0.522213318482017,3,6.06,0.52481139469337,3,1.39,0.120377531126037,3,1.35,0.116913429510899,3
,1416,Zhou et al.,2017-2020,China,35.09,118.4,field,Wheat,,,800,,,,,,,6.07,,,,,,,,8.364,6570,568.978690286376,3,7035,609.248871562353,3,,,,,,,16.1,1.39430090009295,3,17.5,1.51554445662277,3,6.03,0.522213318482017,3,6.09,0.527409470904723,3,1.38,0.119511505722253,3,1.32,0.114315353299546,3
,1417,Zhou et al.,2017-2020,China,35.09,118.4,field,Wheat,,,800,,,,,,,6.07,,,,,,,,8.364,6525,565.081575969346,3,7170,620.940214513443,3,,,,,,,16.3,1.41162140816864,3,18.5,1.60214699700121,3,6.05,0.523945369289585,3,6.11,0.529141521712292,3,1.35,0.116913429510899,3,1.29,0.111717277088193,3
,1418,Zhou et al.,2017-2020,China,35.09,118.4,field,maize,,,800,,,,,,,6.07,,,,,,,,8.364,6615,572.875804603406,3,7035,609.248871562353,3,,,,,,,15.4,1.33367912182804,3,15.5,1.34233937586588,3,6.03,0.522213318482017,3,6.06,0.52481139469337,3,1.39,0.120377531126037,3,1.35,0.116913429510899,3
,1419,Zhou et al.,2017-2020,China,35.09,118.4,field,maize,,,800,,,,,,,6.07,,,,,,,,8.364,6780,587.165223765849,3,7320,633.930595570209,3,,,,,,,16.1,1.39430090009295,3,17.5,1.51554445662277,3,6.03,0.522213318482017,3,6.09,0.527409470904723,3,1.38,0.119511505722253,3,1.32,0.114315353299546,3
,1420,Zhou et al.,2017-2020,China,35.09,118.4,field,maize,,,800,,,,,,,6.07,,,,,,,,8.364,6690,579.370995131789,3,7485,648.220014732652,3,,,,,,,16.3,1.41162140816864,3,18.5,1.60214699700121,3,6.05,0.523945369289585,3,6.11,0.529141521712292,3,1.35,0.116913429510899,3,1.29,0.111717277088193,3
,1421,Yang et al.,2010-2011,China,38.12,106.3,field,Rice,,,192.9,,,,,,,,,,,,,,,4,6357,235.558909829367,3,6952,161.080725103906,3,,,,,,,,,,,,,,,,,,,1.53,0.0519615242270663,3,1.48,0.0346410161513775,3
,1422,Yang et al.,2010-2011,China,38.12,106.3,field,Rice,,,192.9,,,,,,,,,,,,,,,8,6357,235.558909829367,3,7447,247.683265482349,3,,,,,,,,,,,,,,,,,,,1.53,0.0519615242270663,3,1.49,0.0346410161513775,3
,1423,Yang et al.,2010-2011,China,38.12,106.3,field,Wheat,,,192.9,,,,,,,,,,,,,,,2,3749,199.185842870421,3,4154,145.492267835786,3,,,,,,,,,,,,,,,,,,,1.53,0.0519615242270663,3,1.48,0.0346410161513775,3
,1424,Yang et al.,2010-2011,China,38.12,106.3,field,Wheat,,,192.9,,,,,,,,,,,,,,,4,3749,199.185842870421,3,4199,148.956369450923,3,,,,,,,,,,,,,,,,,,,1.53,0.0519615242270663,3,1.49,0.0346410161513775,3
,1425,Qi et al.,2018,China,19.61,110.17,field,Rice,,,2100,,,,,,,5.2,,,,,,,,7,,,,,,,,,,,,,14.16,0.0866025403784439,3,14.59,0.0519615242270663,3,5.21,0.451199235371693,3,5.68,0.491902429349561,3,,,,,,
,1426,Peng et al.,2018,China,29.4,106.54,field,Rice,,,1150,,,,,,,5.0199999999999996,,,,,,,,2.886,7110,384.515279280291,3,7205,555.98830922961,3,,,,,,,25,5.19615242270663,3,28,3.46410161513775,3,5.4,0.173205080756888,3,6.9,0.207846096908265,3,,,,,,
,1427,Peng et al.,2018,China,29.4,106.54,field,Rice,,,1150,,,,,,,5.0199999999999996,,,,,,,,3.636,7110,384.515279280291,3,7763,687.624170604844,3,,,,,,,25,5.19615242270663,3,30,3.46410161513775,3,5.4,0.173205080756888,3,7.2,0.173205080756888,3,,,,,,
,1428,Peng et al.,2018,China,29.4,106.54,field,Rice,,,1150,,,,,,,5.0199999999999996,,,,,,,,5.136,7110,384.515279280291,3,7680,410.496041393824,3,,,,,,,25,5.19615242270663,3,35,3.46410161513775,3,5.4,0.173205080756888,3,7.25,0.346410161513775,3,,,,,,
,1429,Peng et al.,2018,China,29.4,106.54,field,Rice,,,1150,,,,,,,5.0199999999999996,,,,,,,,7.136,7110,384.515279280291,3,7508,306.572992939691,3,,,,,,,25,5.19615242270663,3,35,3.46410161513775,3,5.4,0.173205080756888,3,7.3,0.173205080756888,3,,,,,,
,1430,Peng et al.,2018,China,29.4,106.54,field,Rice,,,1150,,,,,,,5.0199999999999996,,,,,,,,9.636,7110,384.515279280291,3,7194,625.270341532365,3,,,,,,,25,5.19615242270663,3,37,3.46410161513775,3,5.4,0.173205080756888,3,7.4,0.259807621135332,3,,,,,,
,1431,Hüppi  et al.,2013,Switzerland,47.43,8.52,field,maize,,,1054,,,,,,,6.3,,,,,,,,2,7256,848.70489570875,3,7831,623.538290724796,3,,,,,,,,,,,,,6.3,0.242487113059643,3,6.65,0.207846096908265,3,,,,,,
,1432,Hüppi  et al.,2013,Switzerland,47.43,8.52,field,maize,,,1054,,,,,,,6.3,,,,,,,,20,7256,848.70489570875,3,7882,597.557528611263,3,,,,,,,,,,,,,6.3,0.242487113059643,3,6.77,0.190525588832577,3,,,,,,
,1433,Liao et al.,2019,China,28.52,115.15,field,Rice,,,1650,,,,,,,5.2,,,,,,,,2.835,5310,919.718978819074,3,5820,1008.05357000509,3,,,,,,,,,,,,,5.27,0.456395387794399,3,6.09,0.527409470904723,3,,,,,,
,1434,Liao et al.,2019,China,28.52,115.15,field,Rice,,,1650,,,,,,,5.2,,,,,,,,2.835,7430,1286.91375002368,3,9060,1569.2380316574,3,,,,,,,,,,,,,5.27,0.456395387794399,3,6.09,0.527409470904723,3,,,,,,
,1435,Liao et al.,2019,China,28.52,115.15,field,Rice,,,1650,,,,,,,5.2,,,,,,,,20,5310,650.339526708934,3,6060,742.195392063303,3,,,,,,,,,,,,,5.27,0.456395387794399,3,5.44,0.471117819658735,3,,,,,,
,1436,Liao et al.,2019,China,28.52,115.15,field,Rice,,,1650,,,,,,,5.2,,,,,,,,20,7430,909.985439443951,3,8420,1031.23518171172,3,,,,,,,,,,,,,5.27,0.456395387794399,3,5.44,0.471117819658735,3,,,,,,
,1437,Masud et al.,2020,Bangladesh,23.14,92,pot,maize,,,3031,,,,,,,5.45,,,,,,,,11.25,5.92,1.07452256444618,3,8.2,1.48835895750991,3,,,,,,,,,,,,,5.46,0.567419844559564,3,5.98,0.517883191463094,3,,,,,,
,1438,Masud et al.,2020,Bangladesh,23.14,92,pot,maize,,,3031,,,,,,,5.45,,,,,,,,11.25,5.92,1.07452256444618,3,13.2,2.39589490721108,3,,,,,,,,,,,,,5.46,0.567419844559564,3,5.75,0.497964607176052,3,,,,,,
,1439,Masud et al.,2020,Bangladesh,23.14,92,pot,maize,,,3031,,,,,,,5.45,,,,,,,,22.5,5.92,1.07452256444618,3,20.5,3.72089739377479,3,,,,,,,,,,,,,5.46,0.567419844559564,3,6.12,0.530007547116077,3,,,,,,
,1440,Masud et al.,2020,Bangladesh,23.14,92,pot,maize,,,3031,,,,,,,5.45,,,,,,,,33.75,5.92,1.07452256444618,3,26.1,4.73733765744009,3,,,,,,,,,,,,,5.46,0.567419844559564,3,6.39,0.553390233018256,3,,,,,,
,1441,Masud et al.,2020,Bangladesh,23.14,92,pot,maize,,,3031,,,,,,,5.45,,,,,,,,11.25,5.92,1.07452256444618,3,22.9,4.15651464963135,3,,,,,,,,,,,,,5.46,0.567419844559564,3,5.76,0.498830632579837,3,,,,,,
,1442,Masud et al.,2020,Bangladesh,23.14,92,pot,maize,,,3031,,,,,,,5.45,,,,,,,,22.5,5.92,1.07452256444618,3,23.6,4.28356968258951,3,,,,,,,,,,,,,5.46,0.567419844559564,3,6.16,0.533471648731214,3,,,,,,
,1443,Masud et al.,2020,Bangladesh,23.14,92,pot,maize,,,3031,,,,,,,5.45,,,,,,,,33.75,5.92,1.07452256444618,3,25.7,4.664734781464,3,,,,,,,,,,,,,5.46,0.567419844559564,3,6.66,0.576772918920436,3,,,,,,
,1444,Fageria et al.,2012,Brazil,-23.56,-46.59,pot,soybean,,,,,,,,,,6.27,,,,,,,,1.71977777777778,6.33,1.26367951085313,4,8.58,1.71285469243599,4,,,,,,,,,,,,,4.63,0.1852,4,5.07,0.2028,4,,,,,,
