meta_analytical_study,studyid,sources,country,lat,lon,experiment_type,crop,crop_type,water_magement,rain,irr,n_fer,p_fer,k_fer,texture,sbd,sph,soc,stn,scn,bph,btc,btn,bcn,brate,yc_mean,yc_sd,yc_n,yr_mean,yr_sd,yr_n,yield_unit,nuec_mean,nuec_sd,nuec_n,nuer_mean,nuer_sd,nuer_n,socc_mean,socc_sd,socc_n,socr_mean,socr_sd,socr_n,phc_mean,phc_sd,phc_n,phr_mean,phr_sd,phr_n,sbdc_mean,sbdc_sd,sbdc_n,sbdr_mean,sbdr_sd,sbdr_n,yi,vi
Han22,249,Sun et al. (2018),China,35.200000000000003,107.7333,field,wheat,grain,rainfed,234.6,225,180,90,75,clay,1.3,8.4,9.92,0.85,11.7469879518072,9.9,505.4,8.1,60.5527123848516,45,5725.49,156.86,3,6274.51,78.4300000000003,3,kg/ha/yr,31.8082777777778,1.83393806355556,3,34.8583888888889,1.83543360855556,3,,,,,,,,,,,,,,,,,,,,
Han22,250,Sun et al.(2020),China,38.316699999999997,109.7,field,millet,grain,rainfed,615.3,225,270,135,75,clay,1.51,8.1,1.65,0.02,82.5,10.5,585,8.1,72.2222222222222,4.5,4018.3,57.6,3,3349.8,137.8,3,kg/ha/yr,14.8825925925926,1.74422212444444,3,12.4066666666667,2.28986395555556,3,,,,,,,,,,,,,,,,,,,,
Han22,251,Sun et al.(2020),China,38.316699999999997,109.7,field,millet,grain,rainfed,421.9,225,270,135,75,sand,1.57,7.4,1.53,0.08,19.125,10.5,585,8.1,72.2222222222222,4.5,3168.5,76.8,3,4898.75,170.1,3,kg/ha/yr,11.7351851851852,0.858070758518519,3,18.1435185185185,0.653260626666667,3,,,,,,,,,,,,,,,,,,,,
Han22,252,Sun et al.(2020),China,38.316699999999997,109.7,field,millet,grain,rainfed,421.9,225,90,45,75,sand,1.57,7.4,1.53,0.08,19.125,10.5,585,8.1,72.2222222222222,4.5,2722.7,76.9,3,3914,199.5,3,kg/ha/yr,30.2522222222222,1.35107226666667,3,43.4888888888889,1.68609808888889,3,,,,,,,,,,,,,,,,,,,,
Han22,253,Sun et al.(2020),China,38.316699999999997,109.7,field,millet,grain,rainfed,615.3,225,90,45,75,sand,1.57,7.4,1.53,0.08,19.125,10.5,585,8.1,72.2222222222222,4.5,2109,78.5,3,2882,87.1,3,kg/ha/yr,23.4333333333333,0.676603837037037,3,32.0222222222222,0.955328824074074,3,,,,,,,,,,,,,,,,,,,,
Han22,254,Sun et al.(2020),China,38.316699999999997,109.7,field,millet,grain,rainfed,615.3,225,270,135,75,sand,1.57,7.4,1.53,0.08,19.125,10.5,585,8.1,72.2222222222222,4.5,3439.7,93.1,3,5024.7,287.5,3,kg/ha/yr,12.7396296296296,2.06683947555556,3,18.61,2.08024253111111,3,,,,,,,,,,,,,,,,,,,,
Han22,255,Sun et al.(2020),China,38.316699999999997,109.7,field,millet,grain,rainfed,421.9,225,90,45,75,clay,1.51,8.1,1.65,0.02,82.5,10.5,585,8.1,72.2222222222222,4.5,3226.3,122.5,3,3555.7,202.3,3,kg/ha/yr,35.8477777777778,1.42237352,3,39.5077777777778,1.25217062444444,3,,,,,,,,,,,,,,,,,,,,
Han22,256,Sun et al.(2020),China,38.316699999999997,109.7,field,millet,grain,rainfed,421.9,225,270,135,75,clay,1.51,8.1,1.65,0.02,82.5,10.5,585,8.1,72.2222222222222,4.5,4452,237.7,3,4092.3,240.8,3,kg/ha/yr,16.4888888888889,0.734516085925926,3,15.1566666666667,0.97989094,3,,,,,,,,,,,,,,,,,,,,
Han22,257,Sun et al.(2020),China,38.316699999999997,109.7,field,millet,grain,rainfed,615.3,225,90,45,75,clay,1.51,8.1,1.65,0.02,82.5,10.5,585,8.1,72.2222222222222,4.5,2220.3,333.3,3,2140.3,281.4,3,kg/ha/yr,24.67,0.950683377777778,3,23.7811111111111,0.798059126666667,3,,,,,,,,,,,,,,,,,,,,
Han22,258,Uzoma et al.(2011),Japan,35.5167,134.19999999999999,pot,maize,grain,irrigation,525,75.43,60,26.18,49.81,sand,1.5,6.36,1.3,0.21,6.19047619047619,9.2,33.61,1.51,22.2582781456954,20,1248.41,66.8800000000001,4,2474.52,89.1699999999998,4,unknown,20.8068333333333,1.19963878266667,4,41.242,2.171556268,4,1.22,0.07564,4,7.64,0.48896,4,6.4,0.096,4,8,0.72,4,,,,,,,,
Han22,259,Uzoma et al.(2011),Japan,35.5167,134.19999999999999,pot,maize,grain,irrigation,525,75.43,60,26.18,49.81,sand,1.5,6.36,1.3,0.21,6.19047619047619,9.2,33.61,1.51,22.2582781456954,10,1248.41,66.8800000000001,4,1337.58,89.17,4,unknown,20.8068333333333,1.19963878266667,4,22.293,1.173815622,4,1.22,0.07564,4,5.56,0.35584,4,6.4,0.096,4,7.1,0.639,4,,,,,,,,
Han22,260,Uzoma et al.(2011),Japan,35.5167,134.19999999999999,pot,maize,grain,irrigation,525,75.43,60,26.18,49.81,sand,1.5,6.36,1.3,0.21,6.19047619047619,9.2,33.61,1.51,22.2582781456954,15,1248.41,66.8800000000001,4,3121.02,133.76,4,unknown,20.8068333333333,1.19963878266667,4,52.017,2.738903118,4,1.22,0.07564,4,6.54,0.41856,4,6.4,0.096,4,7.34,0.6606,4,,,,,,,,
Han22,261,Wang et al. (2022),China,45.616700000000002,126.65,field,eggplant,vegetable,irrigation and rain,525,45,150,100,75,loam,1.07,6.93,26.9,2.5,10.76,8.87,715,6.9,103.6,30,52850,330,3,55040,1550,3,kg/ha/yr,33.05,0.39,3,34.97,0.62,3,,,,,,,,,,,,,,,,,,,,
Han22,262,Wang et al. (2022),China,45.616700000000002,126.65,field,eggplant,vegetable,irrigation and rain,525,45,150,100,75,loam,1.07,6.93,26.9,2.5,10.76,8.87,715,6.9,103.6,30,52640,650,3,56190,930,3,kg/ha/yr,29.78,1.47,3,33.06,0.88,3,,,,,,,,,,,,,,,,,,,,
Han22,263,Wang et al. (2022),China,42.11,121.65,field,peanut,legumes,irrigation and rain,547.5,38,50,169.6,156,sandy loam,1.44,5.96,8.38,0.62,13.5161290322581,8.14,188.7,5.8,32.5344827586207,10,5102,224,3,5602,104,3,kg/ha/yr,102.04,4.48,3,112.04,2.08,3,,,,,,,,,,,,,,,,,,,,
Han22,264,Wang et al. (2022),China,42.11,121.65,field,peanut,legumes,irrigation and rain,547.5,20,50,169.6,156,sandy loam,1.44,5.96,8.38,0.62,13.5161290322581,8.14,188.7,5.8,32.5344827586207,10,5265,101,3,5834,127,3,kg/ha/yr,105.3,2.02,3,116.68,2.54,3,,,,,,,,,,,,,,,,,,,,
Han22,265,Wang et al. (2022),China,42.11,121.65,field,peanut,legumes,irrigation and rain,446.1,90,50,169.6,156,sandy loam,1.44,5.96,8.38,0.62,13.5161290322581,8.14,188.7,5.8,32.5344827586207,10,5182,104,3,5746,139,3,kg/ha/yr,103.64,2.08,3,114.92,2.78,3,,,,,,,,,,,,,,,,,,,,
Han22,266,Wang et al. (2022),China,42.11,121.65,field,peanut,legumes,irrigation,446.1,65,50,169.6,156,sandy loam,1.44,5.96,8.38,0.62,13.5161290322581,8.14,188.7,5.8,32.5344827586207,10,5282,127,3,5999,150,3,kg/ha/yr,105.64,2.54,3,119.98,3,3,,,,,,,,,,,,,,,,,,,,
Han22,267,Wang et al. (2022),China,41.4,123.95,field,maize,grain,rainfed,698,225,270,130,150,loam,1.41,5.45,33.93,0.67,50.6417910447761,8.52,515,10.2,50.4901960784314,6,9610,370,3,12330,200,3,ton/ha/yr,0.0355925925925926,0.00213555555555556,3,0.0424074074074074,0.00237481481481482,3,,,,,,,,,,,,,,,,,,,,
Han22,268,Wang et al. (2022),China,41.4,123.95,field,maize,grain,rainfed,698,225,270,130,150,loam,1.41,5.45,33.93,0.67,50.6417910447761,8.52,515,10.2,50.4901960784314,12,9610,370,3,11450,470,3,ton/ha/yr,0.0355925925925926,0.00213555555555556,3,0.0456666666666667,0.00255733333333333,3,,,,,,,,,,,,,,,,,,,,
Han22,269,Wang et al. (2022),China,42.11,121.65,field,peanut,legumes,irrigation,446.1,67,50,169.6,156,sandy loam,1.44,5.96,8.38,0.62,13.5161290322581,8.14,188.7,5.8,32.5344827586207,10,5502,0.37,3,6477,0.2,3,kg/ha/yr,110.04,0.00205212651851852,3,129.54,0.00240453266666667,3,,,,,,,,,,,,,,,,,,,,
Han22,270,Wang et al. (2022),China,42.11,121.65,field,peanut,legumes,irrigation and rain,547.5,20,50,169.6,156,sandy loam,1.44,5.96,8.38,0.62,13.5161290322581,8.14,188.7,5.8,32.5344827586207,10,5482,0.37,3,6228,0.47,3,kg/ha/yr,109.64,0.00205212651851852,3,124.56,0.00223291962962963,3,,,,,,,,,,,,,,,,,,,,
Han22,271,Xiao Qian  (2017),China,35.200000000000003,107.66670000000001,field,maize,grain,rainfed,403,225,225,40,80,clay,1.36,7.89,15.91,0.99,16.0707070707071,9.8,591.6,9.77,60.5527123848516,10,10200,672.0474,3,10900,652.2778,3,ton/ha/yr,0.0453333333333333,0.00261373866666667,3,0.0484444444444444,0.00255079377777778,3,9.63,0.59706,3,12.7,0.8128,3,,,,,,,1.38679,0.0188699999999999,3,1.30189,0.0566,3,-0.0849,0.00118654563333333
Han22,272,Xiao Qian  (2017),China,35.200000000000003,107.66670000000001,field,maize,grain,rainfed,403,225,225,40,80,clay,1.36,7.89,15.91,0.99,16.0707070707071,9.8,591.6,9.77,60.5527123848516,20,10200,672.0474,3,11100,664.2462,3,ton/ha/yr,0.0453333333333333,0.00261373866666667,3,0.0493333333333333,0.00259759733333333,3,9.63,0.59706,3,15.29,0.97856,3,,,,,,,1.38679,0.0188699999999999,3,1.24528,0.0566100000000001,3,-0.14151,0.001186923
Han22,273,Xiao Qian  (2017),China,35.200000000000003,107.66670000000001,field,maize,grain,rainfed,403,225,225,40,80,clay,1.36,7.89,15.91,0.99,16.0707070707071,9.8,591.6,9.77,60.5527123848516,30,10200,672.0474,3,11500,688.183,3,ton/ha/yr,0.0453333333333333,0.00261373866666667,3,0.0511111111111111,0.00269120444444444,3,9.63,0.59706,3,18.23,1.16672,3,,,,,,,1.38679,0.0188699999999999,3,1.21698,0.0188699999999999,3,-0.16981,0.000237384599999999
Han22,274,Xiao Qian  (2017),China,35.200000000000003,107.66670000000001,field,maize,grain,rainfed,403,225,225,40,80,clay,1.36,7.89,15.91,0.99,16.0707070707071,9.8,591.6,9.77,60.5527123848516,20,13600,896.0632,3,14400,861.7248,3,ton/ha/yr,0.0604444444444444,0.00348498488888889,3,0.064,0.003369856,3,9.70297,0.891129999999999,3,13.4653,0.9901,3,,,,,,,1.33333,0.0180200000000001,3,1.27027,0.0270299999999999,3,-0.0630599999999999,0.000351780433333333
Han22,275,Xiao Qian  (2017),China,35.200000000000003,107.66670000000001,field,maize,grain,rainfed,421,225,225,40,80,clay,1.36,7.89,15.91,0.99,16.0707070707071,9.8,591.6,9.77,60.5527123848516,10,9800,645.6926,3,10400,622.3568,3,ton/ha/yr,0.0435555555555556,0.00251123911111111,3,0.0462222222222222,0.00243378488888889,3,8.79,0.54498,3,10.46,0.66944,3,,,,,,,1.34906,0.0566,3,1.29245,0.0377399999999999,3,-0.0566099999999998,0.00154262253333333
Han22,276,Xiao Qian  (2017),China,35.200000000000003,107.66670000000001,field,maize,grain,rainfed,421,225,225,40,80,clay,1.36,7.89,15.91,0.99,16.0707070707071,9.8,591.6,9.77,60.5527123848516,20,9800,645.6926,3,10800,646.2936,3,ton/ha/yr,0.0435555555555556,0.00251123911111111,3,0.048,0.002527392,3,8.79,0.54498,3,13.09,0.83776,3,,,,,,,1.34906,0.0566,3,1.23585,0.0283000000000002,3,-0.11321,0.00133481666666667
Han22,277,Xiao Qian  (2017),China,35.200000000000003,107.66670000000001,field,maize,grain,rainfed,421,225,225,40,80,clay,1.36,7.89,15.91,0.99,16.0707070707071,9.8,591.6,9.77,60.5527123848516,30,9800,645.6926,3,11100,664.2462,3,ton/ha/yr,0.0435555555555556,0.00251123911111111,3,0.0493333333333333,0.00259759733333333,3,8.79,0.54498,3,17.95,1.1488,3,,,,,,,1.34906,0.0566,3,1.22642,0.0283,3,-0.12264,0.00133481666666667
Han22,278,Xiao Qian  (2017),China,35.200000000000003,107.66670000000001,field,maize,grain,rainfed,421,225,225,40,80,clay,1.36,7.89,15.91,0.99,16.0707070707071,9.8,591.6,9.77,60.5527123848516,20,13800,909.2406,3,15000,897.63,3,ton/ha/yr,0.0613333333333333,0.00353623466666667,3,0.0666666666666667,0.00351026666666667,3,8.91089,0.19802,3,12.7723,1.2871,3,,,,,,,1.32143,0.0535699999999999,3,1.26786,0.08928,3,-0.0535700000000001,0.00361355443333333
Han22,279,Xiao Qian  (2017),China,35.200000000000003,107.66670000000001,field,maize,grain,rainfed,375,225,225,40,80,clay,1.36,7.89,15.91,0.99,16.0707070707071,9.8,591.6,9.77,60.5527123848516,10,8900,586.3943,3,9500,568.499,3,ton/ha/yr,0.0395555555555556,0.00228061511111111,3,0.0422222222222222,0.00222316888888889,3,8.58,0.53196,3,10.7,0.6848,3,,,,,,,1.35849,0.0188699999999999,3,1.30189,0.03773,3,-0.0566,0.000593209933333334
Han22,280,Xiao Qian  (2017),China,35.200000000000003,107.66670000000001,field,maize,grain,rainfed,375,225,225,40,80,clay,1.36,7.89,15.91,0.99,16.0707070707071,9.8,591.6,9.77,60.5527123848516,20,8900,586.3943,3,9900,592.4358,3,ton/ha/yr,0.0395555555555556,0.00228061511111111,3,0.044,0.002316776,3,8.58,0.53196,3,12.16,0.77824,3,,,,,,,1.35849,0.0188699999999999,3,1.25472,0.0471699999999999,3,-0.10377,0.000860361933333331
Han22,281,Xiao Qian  (2017),China,35.200000000000003,107.66670000000001,field,maize,grain,rainfed,375,225,225,40,80,clay,1.36,7.89,15.91,0.99,16.0707070707071,9.8,591.6,9.77,60.5527123848516,30,8900,586.3943,3,10300,616.3726,3,ton/ha/yr,0.0395555555555556,0.00228061511111111,3,0.0457777777777778,0.00241038311111111,3,8.58,0.53196,3,16.4,1.0496,3,,,,,,,1.35849,0.0188699999999999,3,1.22642,0.0188599999999999,3,-0.13207,0.000237258833333331
Han22,282,Xiao Qian  (2017),China,35.200000000000003,107.66670000000001,field,maize,grain,rainfed,375,225,225,40,80,clay,1.36,7.89,15.91,0.99,16.0707070707071,9.8,591.6,9.77,60.5527123848516,20,13500,889.4745,3,14800,885.6616,3,ton/ha/yr,0.06,0.00345936,3,0.0657777777777778,0.00346346311111111,3,8.91089,0.55247518,3,10.8911,0.6970304,3,,,,,,,,,,,,,,
Han22,283,Yang et al. (2021),China,35.200000000000003,107.66670000000001,field,wheat,grain,rainfed,144,225,200,100,160,silt loam,1.3,7.9,9.92,0.85,11.7469879518072,7.8,467.2,21.6,60.5527123848516,10,6336,114,3,7265,52,3,kg/ha/yr,20.3,1.82654208,3,36.325,1.91265655,3,,,,,,,,,,,,,,,,,,,,
Han22,284,Yang et al. (2021),China,35.200000000000003,107.66670000000001,field,wheat,grain,rainfed,144,225,195,100,95,silt loam,1.3,7.9,9.92,0.85,11.7469879518072,9.9,467.2,5.78,60.5527123848516,5,6336,114,3,6856,89,3,kg/ha/yr,20.8205128205128,1.87337649230769,3,35.1589743589744,1.85126063589744,3,,,,,,,,,,,,,,,,,,,,
Han22,285,Yang et al. (2021),China,35.200000000000003,107.66670000000001,field,wheat,grain,rainfed,240,225,200,100,160,silt loam,1.3,7.9,9.92,0.85,11.7469879518072,7.8,467.2,21.6,60.5527123848516,10,5002,125,3,5927,62,3,kg/ha/yr,31.68,1.55209952,3,29.635,1.74311067,3,,,,,,,,,,,,,,,,,,,,
Han22,286,Yang et al. (2021),China,35.200000000000003,107.66670000000001,field,wheat,grain,rainfed,240,225,195,100,95,silt loam,1.3,7.9,9.92,0.85,11.7469879518072,9.9,467.2,5.78,60.5527123848516,5,5002,125,3,5576,253,3,kg/ha/yr,32.4923076923077,1.59189694358974,3,28.5948717948718,1.68303785641026,3,,,,,,,,,,,,,,,,,,,,
Han22,287,Yang et al. (2021),China,35.200000000000003,107.66670000000001,field,wheat,grain,rainfed,175,225,200,100,160,silt loam,1.3,7.9,9.92,0.85,11.7469879518072,7.8,467.2,21.6,60.5527123848516,10,5269,237,3,6109,132,3,kg/ha/yr,25.01,1.20042748717949,3,30.545,1.12112516923077,3,,,,,,,,,,,,,,,,,,,,
Han22,288,Yang et al. (2021),China,35.200000000000003,107.66670000000001,field,wheat,grain,rainfed,175,225,195,100,95,silt loam,1.3,7.9,9.92,0.85,11.7469879518072,9.9,467.2,5.78,60.5527123848516,5,5269,237,3,5878,386,3,kg/ha/yr,25.6512820512821,1.1704168,3,30.1435897435897,1.132061,3,,,,,,,,,,,,,,,,,,,,
Han22,289,Yang et al. (2021),China,35.200000000000003,107.66670000000001,field,wheat,grain,rainfed,257,225,200,100,160,silt loam,1.3,7.9,9.92,0.85,11.7469879518072,7.8,467.2,21.6,60.5527123848516,10,5384,320,3,6621,94,3,kg/ha/yr,26.345,1.51894732,3,33.105,1.60831643,3,,,,,,,,,,,,,,,,,,,,
Han22,290,Yang et al. (2021),China,35.200000000000003,107.66670000000001,field,wheat,grain,rainfed,257,225,195,100,95,silt loam,1.3,7.9,9.92,0.85,11.7469879518072,9.9,467.2,5.78,60.5527123848516,5,5384,320,3,6233,189,3,kg/ha/yr,27.0205128205128,1.55789468717949,3,31.9641025641026,1.58718057435897,3,,,,,,,,,,,,,,,,,,,,
Han22,291,Yang et al. (2021),China,35.200000000000003,107.66670000000001,field,wheat,grain,rainfed,184,225,200,100,160,silt loam,1.3,7.9,9.92,0.85,11.7469879518072,7.8,467.2,21.6,60.5527123848516,10,4060,499,3,4300,30,3,kg/ha/yr,26.92,1.44197656,3,21.5,1.56040129,3,,,,,,,,,,,,,,,,,,,,
Han22,292,Yang et al. (2021),China,35.200000000000003,107.66670000000001,field,wheat,grain,rainfed,184,225,195,100,95,silt loam,1.3,7.9,9.92,0.85,11.7469879518072,9.9,467.2,5.78,60.5527123848516,5,4060,499,3,4152,86,3,kg/ha/yr,27.6102564102564,1.47895031794872,3,21.2923076923077,1.50563437948718,3,,,,,,,,,,,,,,,,,,,,
Han22,293,Yang et al. (2023),China,40.683300000000003,107.3,field,maize,grain,irrigation and rain,90,225,339,192,17,silty clay loam,1.44,8.5,9.5,0.85,11.7469879518072,9,472,7,67.4285714285714,15,12800,843.3536,3,14900,891.6458,3,ton/ha/yr,37.73,2.17536088,3,44.01,2.31730254,3,,,,,,,,,,,,,,,,,,,,
Han22,294,Yang et al. (2023),China,40.683300000000003,107.3,field,maize,grain,irrigation and rain,90,225,339,192,17,silty clay loam,1.44,8.5,9.5,0.85,11.7469879518072,9,472,7,67.4285714285714,30,12800,843.3536,3,14500,867.709,3,ton/ha/yr,37.73,2.17536088,3,42.84,2.25569736,3,,,,,,,,,,,,,,,,,,,,
Han22,295,Yang et al. (2023),China,40.683300000000003,107.3,field,maize,grain,irrigation and rain,90,225,339,192,17,silty clay loam,1.44,8.5,9.5,0.85,11.7469879518072,9,472,7,67.4285714285714,15,12600,830.1762,3,15100,903.6142,3,ton/ha/yr,37.21,2.14537976,3,44.38,2.33678452,3,,,,,,,,,,,,,,,,,,,,
Han22,296,Yang et al. (2023),China,40.683300000000003,107.3,field,maize,grain,irrigation and rain,90,225,339,192,17,silty clay loam,1.44,8.5,9.5,0.85,11.7469879518072,9,472,7,67.4285714285714,30,12600,830.1762,3,15200,909.5984,3,ton/ha/yr,37.21,2.14537976,3,44.82,2.35995228,3,,,,,,,,,,,,,,,,,,,,
Han22,297,Yang et al. (2023),China,40.683300000000003,107.3,field,maize,grain,irrigation and rain,90,225,339,192,17,silty clay loam,1.44,8.5,9.5,0.85,11.7469879518072,9,472,7,67.4285714285714,15,12000,790.644,3,14600,873.6932,3,ton/ha/yr,35.41,2.04159896,3,42.94,2.26096276,3,,,,,,,,,,,,,,,,,,,,
Han22,298,Yang et al. (2023),China,40.683300000000003,107.3,field,maize,grain,irrigation and rain,90,225,339,192,17,silty clay loam,1.44,8.5,9.5,0.85,11.7469879518072,9,472,7,67.4285714285714,30,12000,790.644,3,14300,855.7406,3,ton/ha/yr,35.41,2.04159896,3,42.09,2.21620686,3,,,,,,,,,,,,,,,,,,,,
Han22,299,Yang et al. (2023),China,40.683300000000003,107.3,field,maize,grain,irrigation and rain,119,225,339,192,17,silty clay loam,1.44,8.5,9.5,0.85,11.7469879518072,9,472,7,67.4285714285714,15,11900,784.0553,3,13000,777.946,3,ton/ha/yr,35.08,2.02257248,3,38.22,2.01243588,3,,,,,,,,,,,,,,,,,,,,
Han22,300,Yang et al. (2023),China,40.683300000000003,107.3,field,maize,grain,irrigation and rain,119,225,339,192,17,silty clay loam,1.44,8.5,9.5,0.85,11.7469879518072,9,472,7,67.4285714285714,30,11900,784.0553,3,12700,759.9934,3,ton/ha/yr,35.08,2.02257248,3,37.45,1.9718923,3,,,,,,,,,,,,,,,,,,,,
Han22,301,Yang et al. (2023),China,40.683300000000003,107.3,field,maize,grain,irrigation and rain,119,225,339,192,17,silty clay loam,1.44,8.5,9.5,0.85,11.7469879518072,9,472,7,67.4285714285714,15,11800,777.4666,3,11900,712.1198,3,ton/ha/yr,34.65,1.9977804,3,35.17,1.85184118,3,,,,,,,,,,,,,,,,,,,,
Han22,302,Yang et al. (2023),China,40.683300000000003,107.3,field,maize,grain,irrigation and rain,119,225,339,192,17,silty clay loam,1.44,8.5,9.5,0.85,11.7469879518072,9,472,7,67.4285714285714,30,11800,777.4666,3,13000,777.946,3,ton/ha/yr,34.65,1.9977804,3,38.41,2.02244014,3,,,,,,,,,,,,,,,,,,,,
Han22,303,Yang et al. (2023),China,40.683300000000003,107.3,field,maize,grain,irrigation and rain,119,225,339,192,17,silty clay loam,1.44,8.5,9.5,0.85,11.7469879518072,9,472,7,67.4285714285714,15,11900,784.0553,3,12700,759.9934,3,ton/ha/yr,35.02,2.01911312,3,37.35,1.9666269,3,,,,,,,,,,,,,,,,,,,,
Han22,304,Yang et al. (2023),China,40.683300000000003,107.3,field,maize,grain,irrigation and rain,119,225,339,192,17,silty clay loam,1.44,8.5,9.5,0.85,11.7469879518072,9,472,7,67.4285714285714,30,11900,784.0553,3,12400,742.0408,3,ton/ha/yr,35.02,2.01911312,3,36.45,1.9192383,3,,,,,,,,,,,,,,,,,,,,
Han22,305,Yang Ling (2022),China,38.25,109.7833,field,potato,tubers,irrigation and rain,525,256.2,150,60,225,sandy loam,1.62,8.1,4.31,0.85,11.7469879518072,9.47,764.31,8.1,60.5527123848516,10,40888.89,2694.04629543,3,45041.66,2695.38301772,3,kg/ha/yr,185.41,10.68999896,3,185.91,9.78890514,3,,,,,,,,,,,,,1.42913,0.0310600000000001,3,1.36311,0.01553,3,-0.06602,0.000401968166666669
Han22,306,Yang Ling (2022),China,38.25,109.7833,field,potato,tubers,irrigation and rain,525,256.2,150,60,225,sandy loam,1.62,8.1,4.31,0.85,11.7469879518072,9.47,764.31,8.1,60.5527123848516,20,40888.89,2694.04629543,3,56138.89,3359.46345538,3,kg/ha/yr,185.41,10.68999896,3,196.59,10.35124986,3,,,,,,,,,,,,,1.42913,0.0310600000000001,3,1.32039,0.0427200000000001,3,-0.10874,0.000929907333333338
Han22,307,Yang Ling (2022),China,38.25,109.7833,field,potato,tubers,irrigation and rain,525,256.2,150,60,225,sandy loam,1.62,8.1,4.31,0.85,11.7469879518072,9.47,764.31,8.1,60.5527123848516,30,40888.89,2694.04629543,3,57180.55,3421.7984731,3,kg/ha/yr,185.41,10.68999896,3,197.67,10.40811618,3,,,,,,,,,,,,,1.42913,0.0310600000000001,3,1.30097,0.0427199999999999,3,-0.12816,0.000929907333333331
Han22,308,Yang Ling (2022),China,38.25,109.7833,field,potato,tubers,irrigation and rain,525,256.2,150,60,225,sandy loam,1.62,8.1,4.31,0.85,11.7469879518072,9.47,764.31,8.1,60.5527123848516,50,40888.89,2694.04629543,3,47194.45,2824.2102769,3,kg/ha/yr,185.41,10.68999896,3,210.44,11.08050776,3,,,,,,,,,,,,,1.42913,0.0310600000000001,3,1.2932,0.0233000000000001,3,-0.13593,0.00050253786666667
Han22,309,Yang Ling (2022),China,38.25,109.7833,field,potato,tubers,irrigation and rain,525,304,150,60,225,sandy loam,1.62,8.1,4.31,0.85,11.7469879518072,9.47,764.31,8.1,60.5527123848516,10,44416.66,2926.48047742,3,50236.11,3006.22929462,3,kg/ha/yr,211.76,12.20923456,3,227.81,11.99510774,3,,,,,,,,,,,,,1.41359,0.0232999999999999,3,1.35146,0.0427200000000001,3,-0.0621299999999998,0.000789296133333334
Han22,310,Yang Ling (2022),China,38.25,109.7833,field,potato,tubers,irrigation and rain,525,304,150,60,225,sandy loam,1.62,8.1,4.31,0.85,11.7469879518072,9.47,764.31,8.1,60.5527123848516,20,44416.66,2926.48047742,3,55472.22,3319.56858924,3,kg/ha/yr,211.76,12.20923456,3,201.53,10.61136062,3,,,,,,,,,,,,,1.41359,0.0232999999999999,3,1.33204,0.0232999999999999,3,-0.08155,0.000361926666666663
Han22,311,Yang Ling (2022),China,38.25,109.7833,field,potato,tubers,irrigation and rain,525,304,150,60,225,sandy loam,1.62,8.1,4.31,0.85,11.7469879518072,9.47,764.31,8.1,60.5527123848516,30,44416.66,2926.48047742,3,57263.89,3426.78570538,3,kg/ha/yr,211.76,12.20923456,3,199.49,10.50394646,3,,,,,,,,,,,,,1.41359,0.0232999999999999,3,1.2932,0.0232999999999999,3,-0.12039,0.000361926666666663
Han22,312,Yang Ling (2022),China,38.25,109.7833,field,potato,tubers,irrigation and rain,525,304,150,60,225,sandy loam,1.62,8.1,4.31,0.85,11.7469879518072,9.47,764.31,8.1,60.5527123848516,50,44416.66,2926.48047742,3,49083.33,2937.24463386,3,kg/ha/yr,211.76,12.20923456,3,200.96,10.58134784,3,,,,,,,,,,,,,1.41359,0.0232999999999999,3,1.28155,0.01553,3,-0.13204,0.000261356966666665
Han22,313,Yang Ling (2022),China,38.25,109.7833,field,potato,tubers,irrigation and rain,525,276,150,60,225,sandy loam,1.62,8.1,4.31,0.85,11.7469879518072,9.47,764.31,8.1,60.5527123848516,10,55680.56,3668.62505672,3,58930.56,3526.52257152,3,kg/ha/yr,255.79,14.74782824,3,187.13,9.85314302,3,,,,,,,,,,,,,1.45981,0.02701,3,1.38264,0.0193000000000001,3,-0.07717,0.000367343366666667
Han22,314,Yang Ling (2022),China,38.25,109.7833,field,potato,tubers,irrigation and rain,525,276,150,60,225,sandy loam,1.62,8.1,4.31,0.85,11.7469879518072,9.47,764.31,8.1,60.5527123848516,20,55680.56,3668.62505672,3,72819.44,4357.66092848,3,kg/ha/yr,255.79,14.74782824,3,194.53,10.24278262,3,,,,,,,,,,,,,1.45981,0.02701,3,1.33248,0.0385900000000001,3,-0.12733,0.000739576066666669
Han22,315,Yang Ling (2022),China,38.25,109.7833,field,potato,tubers,irrigation and rain,525,276,150,60,225,sandy loam,1.62,8.1,4.31,0.85,11.7469879518072,9.47,764.31,8.1,60.5527123848516,30,55680.56,3668.62505672,3,69402.78,4153.20116076,3,kg/ha/yr,255.79,14.74782824,3,189.31,9.96792874,3,,,,,,,,,,,,,1.45981,0.02701,3,1.31318,0.04244,3,-0.14663,0.000843564566666667
Han22,316,Yang Ling (2022),China,38.25,109.7833,field,potato,tubers,irrigation and rain,525,276,150,60,225,sandy loam,1.62,8.1,4.31,0.85,11.7469879518072,9.47,764.31,8.1,60.5527123848516,50,55680.56,3668.62505672,3,67013.89,4010.24520538,3,kg/ha/yr,255.79,14.74782824,3,265.77,13.99385358,3,,,,,,,,,,,,,1.45981,0.02701,3,1.30161,0.01929,3,-0.1582,0.000367214733333333
