meta_analytical_study,studyid,sources,country,lat,lon,experiment_type,crop,crop_type,water_magement,rain,irr,n_fer,p_fer,k_fer,texture,sbd,sph,soc,stn,scn,bph,btc,btn,bcn,brate,yc_mean,yc_sd,yc_n,yr_mean,yr_sd,yr_n,yield_unit,nuec_mean,nuec_sd,nuec_n,nuer_mean,nuer_sd,nuer_n,socc_mean,socc_sd,socc_n,socr_mean,socr_sd,socr_n,phc_mean,phc_sd,phc_n,phr_mean,phr_sd,phr_n,sbdc_mean,sbdc_sd,sbdc_n,sbdr_mean,sbdr_sd,sbdr_n,yi,vi
Wu22,1898,"Tan et al., 2017",11001,40.200000000000003,116.2,unknown,unknown,legumes,unknown,450,225,412.96,100,75,loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,50,,,,,,,unknown,,,,,,,10.3,1.0410119202084,,20.21,2.22497863981455,,8.2,0.705159267744442,,8.71,0.796875223419475,,1.170212766,0.087376378497342,,1.1,0.07855195057229,,-0.0702127659999998,
Wu22,1899,"Tan et al., 2017",11001,40.200000000000003,116.2,unknown,unknown,legumes,unknown,450,225,412.96,100,75,loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,50,,,,,,,unknown,,,,,,,10.3,1.0410119202084,,19.18,2.11158289518274,,8.2,0.705159267744442,,8.76,0.801449708054489,,1.170212766,0.087376378497342,,1.1,0.07855195057229,,-0.0702127659999998,
Wu22,1900,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,225,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,9.08,0.83072640971858,,1.34,0.100053896682954,,1.34,0.0956905579698806,,0,
Wu22,1901,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,225,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,7.5,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,9.3,0.850854142112642,,1.34,0.100053896682954,,1.36,0.0971187752530131,,0.02,
Wu22,1902,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,225,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,30,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,9.16,0.838045585134603,,1.34,0.100053896682954,,1.28,0.0914059061204829,,-0.0600000000000001,
Wu22,1903,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,225,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,9.17,0.838960482061605,,1.34,0.100053896682954,,1.35,0.0964046666114468,,0.01,
Wu22,1904,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,225,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,7.5,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,9.2,0.841705172842614,,1.34,0.100053896682954,,1.34,0.0956905579698806,,0,
Wu22,1905,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,225,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,30,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,9,0.823407234302557,,1.34,0.100053896682954,,1.31,0.0935482320451818,,-0.03,
Wu22,1906,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,0,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,9.13,0.835300894353594,,1.34,0.100053896682954,,1.37,0.0978328838945794,,0.03,
Wu22,1907,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,0,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,7.5,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,9.22,0.84353496669662,,1.34,0.100053896682954,,1.32,0.094262340686748,,-0.02,
Wu22,1908,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,0,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,30,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,9.17,0.838960482061605,,1.34,0.100053896682954,,1.23,0.0878353629126516,,-0.11,
Wu22,1909,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,0,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,9.14,0.836215791280597,,1.34,0.100053896682954,,1.32,0.094262340686748,,-0.02,
Wu22,1910,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,0,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,7.5,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,9.1,0.832556203572586,,1.34,0.100053896682954,,1.29,0.0921200147620492,,-0.05,
Wu22,1911,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,0,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,30,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,9.08,0.83072640971858,,1.34,0.100053896682954,,1.28,0.0914059061204829,,-0.0600000000000001,
Wu22,1912,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,45,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,9.02,0.825237028156563,,1.34,0.100053896682954,,1.39,0.0992611011777119,,0.0499999999999998,
Wu22,1913,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,45,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,7.5,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,8.81,0.806024192689503,,1.34,0.100053896682954,,1.38,0.0985469925361456,,0.0399999999999998,
Wu22,1914,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,45,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,30,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,8.84,0.808768883470512,,1.34,0.100053896682954,,1.34,0.0956905579698806,,0,
Wu22,1915,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,45,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,8.77,0.802364604981492,,1.34,0.100053896682954,,1.32,0.094262340686748,,-0.02,
Wu22,1916,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,45,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,7.5,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,8.76,0.801449708054489,,1.34,0.100053896682954,,1.32,0.094262340686748,,-0.02,
Wu22,1917,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,45,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,30,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,8.78,0.803279501908495,,1.34,0.100053896682954,,1.28,0.0914059061204829,,-0.0600000000000001,
Wu22,1918,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,0,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,8.96,0.819747646594546,,1.34,0.100053896682954,,1.41,0.100689318460844,,0.0699999999999998,
Wu22,1919,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,0,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,7.5,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,8.9,0.814258265032529,,1.34,0.100053896682954,,1.26,0.0899776888373504,,-0.0800000000000001,
Wu22,1920,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,0,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,30,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,8.99,0.822492337375554,,1.34,0.100053896682954,,1.23,0.0878353629126516,,-0.11,
Wu22,1921,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,0,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,8.78,0.803279501908495,,1.34,0.100053896682954,,1.36,0.0971187752530131,,0.02,
Wu22,1922,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,0,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,7.5,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,8.81,0.806024192689503,,1.34,0.100053896682954,,1.28,0.0914059061204829,,-0.0600000000000001,
Wu22,1923,"Sun et al., 2019",32004,32.799999999999997,120.9,unknown,unknown,grain,unknown,450,225,0,100,75,unknown,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,30,,,,,,,unknown,,,,,,,7.69,0.777221521009963,,,,,9.04,0.777395095171922,,8.78,0.803279501908495,,1.34,0.100053896682954,,1.22,0.0871212542710853,,-0.12,
Wu22,1924,"Dong et al., 2018",11002,40.1,116.2,unknown,unknown,grain,unknown,400,225,112.5,100,75,silt loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,4.32,0.436618591776728,,,,,8.02,0.689680161867125,,7.66,0.700811046084176,,1.63,0.121707351935236,,,,,,
Wu22,1925,"Dong et al., 2018",11002,40.1,116.2,unknown,unknown,grain,unknown,400,225,112.5,100,75,silt loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,30,,,,,,,unknown,,,,,,,4.32,0.436618591776728,,,,,8.02,0.689680161867125,,7.7,0.704470633792188,,1.63,0.121707351935236,,,,,,
Wu22,1926,"Dong et al., 2018",11002,40.1,116.2,unknown,unknown,grain,unknown,400,225,112.5,100,75,silt loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,60,,,,,,,unknown,,,,,,,4.32,0.436618591776728,,,,,8.02,0.689680161867125,,7.81,0.714534499989219,,1.63,0.121707351935236,,,,,,
Wu22,1927,"Dong et al., 2018",11002,40.1,116.2,unknown,unknown,grain,unknown,400,225,112.5,100,75,silt loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,90,,,,,,,unknown,,,,,,,4.32,0.436618591776728,,,,,8.02,0.689680161867125,,7.93,0.725513263113253,,1.63,0.121707351935236,,,,,,
Wu22,1928,"Dong et al., 2018",11002,40.1,116.2,unknown,unknown,grain,unknown,400,225,112.5,100,75,silt loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,4.32,0.436618591776728,,,,,8.02,0.689680161867125,,7.66,0.700811046084176,,1.63,0.121707351935236,,1.27,0.0906917974789167,,-0.36,
Wu22,1929,"Dong et al., 2018",11002,40.1,116.2,unknown,unknown,grain,unknown,400,225,112.5,100,75,silt loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,30,,,,,,,unknown,,,,,,,4.32,0.436618591776728,,,,,8.02,0.689680161867125,,7.7,0.704470633792188,,1.63,0.121707351935236,,1.22,0.0871212542710853,,-0.41,
Wu22,1930,"Dong et al., 2018",11002,40.1,116.2,unknown,unknown,grain,unknown,400,225,112.5,100,75,silt loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,60,,,,,,,unknown,,,,,,,4.32,0.436618591776728,,,,,8.02,0.689680161867125,,7.81,0.714534499989219,,1.63,0.121707351935236,,1.24,0.0885494715542179,,-0.39,
Wu22,1931,"Dong et al., 2018",11002,40.1,116.2,unknown,unknown,grain,unknown,400,225,112.5,100,75,silt loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,90,,,,,,,unknown,,,,,,,4.32,0.436618591776728,,,,,8.02,0.689680161867125,,7.93,0.725513263113253,,1.63,0.121707351935236,,1.24,0.0885494715542179,,-0.39,
Wu22,1932,"Rogovska et al., 2014",America001,42,-93.6,unknown,unknown,grain,unknown,537.5,225,417.2,100,75,Silty Clay Loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,11.7,1.18250868606197,,,,,6.92,0.595085625950188,,,,,1.4,0.104533921907564,,,,,,
Wu22,1933,"Rogovska et al., 2014",America001,42,-93.6,unknown,unknown,grain,unknown,537.5,225,417.2,100,75,Silty Clay Loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,19.2,,,,,,,unknown,,,,,,,11.7,1.18250868606197,,,,,6.92,0.595085625950188,,,,,1.4,0.104533921907564,,,,,,
Wu22,1934,"Rogovska et al., 2014",America001,42,-93.6,unknown,unknown,grain,unknown,537.5,225,417.2,100,75,Silty Clay Loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,38.3,,,,,,,unknown,,,,,,,11.7,1.18250868606197,,,,,6.92,0.595085625950188,,,,,1.4,0.104533921907564,,,,,,
Wu22,1935,"Rogovska et al., 2014",America001,42,-93.6,unknown,unknown,grain,unknown,537.5,225,417.2,100,75,Silty Clay Loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,57.5,,,,,,,unknown,,,,,,,11.7,1.18250868606197,,,,,6.92,0.595085625950188,,,,,1.4,0.104533921907564,,,,,,
Wu22,1936,"Rogovska et al., 2014",America001,42,-93.6,unknown,unknown,grain,unknown,537.5,225,417.2,100,75,Silty Clay Loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,76.6,,,,,,,unknown,,,,,,,11.7,1.18250868606197,,,,,6.92,0.595085625950188,,,,,1.4,0.104533921907564,,,,,,
Wu22,1937,"Rogovska et al., 2014",America001,42,-93.6,unknown,unknown,grain,unknown,537.5,225,417.2,100,75,Silty Clay Loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,95.8,,,,,,,unknown,,,,,,,11.7,1.18250868606197,,,,,6.92,0.595085625950188,,,,,1.4,0.104533921907564,,,,,,
Wu22,1938,"Rogovska et al., 2014",America001,42,-93.6,unknown,unknown,grain,unknown,537.5,225,433.5,100,75,Silty Clay Loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,11.7,1.18250868606197,,,,,6.92,0.595085625950188,,5.4,0.494044340581534,,1.4,0.104533921907564,,1.1651,0.0832007978288864,,-0.2349,
Wu22,1939,"Rogovska et al., 2014",America001,42,-93.6,unknown,unknown,grain,unknown,537.5,225,433.5,100,75,Silty Clay Loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,19.2,,,,,,,unknown,,,,,,,11.7,1.18250868606197,,,,,6.92,0.595085625950188,,6.4,0.585534033281818,,1.4,0.104533921907564,,1.5969,0.114036008971718,,0.1969,
Wu22,1940,"Rogovska et al., 2014",America001,42,-93.6,unknown,unknown,grain,unknown,537.5,225,433.5,100,75,Silty Clay Loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,38.3,,,,,,,unknown,,,,,,,11.7,1.18250868606197,,,,,6.92,0.595085625950188,,6.4,0.585534033281818,,1.4,0.104533921907564,,1.5523,0.110851084430333,,0.1523,
Wu22,1941,"Rogovska et al., 2014",America001,42,-93.6,unknown,unknown,grain,unknown,537.5,225,433.5,100,75,Silty Clay Loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,57.5,,,,,,,unknown,,,,,,,11.7,1.18250868606197,,,,,6.92,0.595085625950188,,6.7,0.612980941091904,,1.4,0.104533921907564,,1.5175,0.108365986357682,,0.1175,
Wu22,1942,"Rogovska et al., 2014",America001,42,-93.6,unknown,unknown,grain,unknown,537.5,225,433.5,100,75,Silty Clay Loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,76.6,,,,,,,unknown,,,,,,,11.7,1.18250868606197,,,,,6.92,0.595085625950188,,6.6,0.603831971821875,,1.4,0.104533921907564,,1.494,0.106687831050001,,0.0940000000000001,
Wu22,1943,"Rogovska et al., 2014",America001,42,-93.6,unknown,unknown,grain,unknown,537.5,225,433.5,100,75,Silty Clay Loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,95.8,,,,,,,unknown,,,,,,,11.7,1.18250868606197,,,,,6.92,0.595085625950188,,6.8,0.622129910361932,,1.4,0.104533921907564,,1.481,0.105759489815965,,0.0810000000000002,
Wu22,1944,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,0,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,6.07,0.668264242636039,,8.25,0.70945901937703,,8.25,0.754789964777344,,1.46,0.109013947132174,,1.46,0.104259861668676,,0,
Wu22,1945,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,0,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,5,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,6.59,0.725512579731712,,8.25,0.70945901937703,,8.22,0.752045273996336,,1.46,0.109013947132174,,1.41,0.100689318460844,,-0.05,
Wu22,1946,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,0,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,10,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,7.47,0.822394380970545,,8.25,0.70945901937703,,8.11,0.741981407799304,,1.46,0.109013947132174,,1.39,0.0992611011777119,,-0.0700000000000001,
Wu22,1947,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,23,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,6.2,0.682576326909957,,8.25,0.70945901937703,,8.09,0.740151613945299,,1.46,0.109013947132174,,1.45,0.10354575302711,,-0.01,
Wu22,1948,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,23,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,5,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,6.54,0.720007931934052,,8.25,0.70945901937703,,8.18,0.748385686288324,,1.46,0.109013947132174,,1.42,0.101403427102411,,-0.04,
Wu22,1949,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,23,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,10,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,7.27,0.800375789779901,,8.25,0.70945901937703,,8.29,0.758449552485355,,1.46,0.109013947132174,,1.39,0.0992611011777119,,-0.0700000000000001,
Wu22,1950,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,0,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,6.2,0.682576326909957,,8.25,0.70945901937703,,8.25,0.754789964777344,,1.46,0.109013947132174,,1.45,0.10354575302711,,-0.01,
Wu22,1951,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,0,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,5,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,6.97,0.767347902993936,,8.25,0.70945901937703,,8.21,0.751130377069333,,1.46,0.109013947132174,,1.41,0.100689318460844,,-0.05,
Wu22,1952,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,0,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,10,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,8.07,0.888450154542476,,8.25,0.70945901937703,,8.11,0.741981407799304,,1.46,0.109013947132174,,1.38,0.0985469925361456,,-0.0800000000000001,
Wu22,1953,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,23,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,6.34,0.697989340743408,,8.25,0.70945901937703,,8.09,0.740151613945299,,1.46,0.109013947132174,,1.42,0.101403427102411,,-0.04,
Wu22,1954,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,23,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,5,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,7.8,0.858725056435107,,8.25,0.70945901937703,,8.18,0.748385686288324,,1.46,0.109013947132174,,1.41,0.100689318460844,,-0.05,
Wu22,1955,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,23,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,10,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,8.17,0.899459450137798,,8.25,0.70945901937703,,8.28,0.757534655558353,,1.46,0.109013947132174,,1.37,0.0978328838945794,,-0.0899999999999999,
Wu22,1956,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,0,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,6.13,0.674869819993232,,8.25,0.70945901937703,,8.18,0.748385686288324,,1.46,0.109013947132174,,1.42,0.101403427102411,,-0.04,
Wu22,1957,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,0,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,5,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,6.83,0.751934889160485,,8.25,0.70945901937703,,8.2,0.75021548014233,,1.46,0.109013947132174,,1.4,0.0999752098192782,,-0.0600000000000001,
Wu22,1958,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,0,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,10,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,7.57,0.833403676565867,,8.25,0.70945901937703,,8.23,0.752960170923338,,1.46,0.109013947132174,,1.37,0.0978328838945794,,-0.0899999999999999,
Wu22,1959,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,23,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,6.29,0.692484692945747,,8.25,0.70945901937703,,8.12,0.742896304726307,,1.46,0.109013947132174,,1.43,0.102117535743977,,-0.03,
Wu22,1960,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,23,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,5,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,6.67,0.73432001620797,,8.25,0.70945901937703,,8.14,0.744726098580313,,1.46,0.109013947132174,,1.4,0.0999752098192782,,-0.0600000000000001,
Wu22,1961,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,23,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,10,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,7.48,0.823495310530077,,8.25,0.70945901937703,,8.22,0.752045273996336,,1.46,0.109013947132174,,1.36,0.0971187752530131,,-0.0999999999999999,
Wu22,1962,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,0,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,0,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,6.2,0.682576326909957,,8.25,0.70945901937703,,8.2,0.75021548014233,,1.46,0.109013947132174,,1.41,0.100689318460844,,-0.05,
Wu22,1963,"Azeem et al., 2019",Pakistan001,34.299999999999997,73.599999999999994,unknown,unknown,legumes,unknown,350,225,0,100,75,clay loam,1.44,5.45,9.5,0.85,11.7469879518072,9.47,467.2,8.1,60.5527123848516,5,,,,,,,unknown,,,,,,,5.07,0.512420430626855,,7.12,0.783861846386918,,8.25,0.70945901937703,,8.22,0.752045273996336,,1.46,0.109013947132174,,1.39,0.0992611011777119,,-0.0700000000000001,
