meta_analytical_study,studyid,lat,lon,experiment_type,crop,crop_type,water_management,rain,irr,n_fer,p_fer,k_fer,texture,sbd,sph,soc,stn,bph,btc,btn,brate,sbdc_mean,sbdc_sd,sbdc_n,sbdr_mean,sbdr_sd,sbdr_n,clayall,sandall,clay,sand,rain_scaled,irr_scaled,n_fer_scaled,p_fer_scaled,k_fer_scaled,sbd_scaled,sph_scaled,soc_scaled,stn_scaled,bph_scaled,btc_scaled,btn_scaled,brate_scaled,clay_scaled,sand_scaled
Wu22,1736,28.3,116.3,unknown,unknown,tubers,rainfed,140.7505776,225,150,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,10,1.23,0.0840370318257588,,1.13,0.0719879100341796,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,-0.000272299676764928,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.42606375382922,0.729605441564678,-0.49912651342948
Wu22,1737,28.3,116.3,unknown,unknown,tubers,rainfed,140.7505776,225,150,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,20,1.23,0.0840370318257588,,1.09,0.0694396654311998,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,-0.000272299676764928,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.0371211544254073,0.729605441564678,-0.49912651342948
Wu22,1738,28.3,116.3,unknown,unknown,tubers,rainfed,140.7505776,225,150,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,30,1.23,0.0840370318257588,,1.06,0.0675284819789649,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,-0.000272299676764928,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.500306062680034,0.729605441564678,-0.49912651342948
Wu22,1739,28.3,116.3,unknown,unknown,tubers,rainfed,140.7505776,225,150,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,40,1.23,0.0840370318257588,,1.05,0.0668914208282199,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,-0.000272299676764928,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.963490970934661,0.729605441564678,-0.49912651342948
Wu22,1740,28.3,116.3,unknown,unknown,tubers,rainfed,140.7505776,225,150,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,0,1.23,0.0840370318257588,,1.22,0.0777214603908841,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,-0.000272299676764928,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,0.729605441564678,-0.49912651342948
Wu22,1741,28.3,116.3,unknown,unknown,tubers,rainfed,140.7505776,225,150,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,2.5,1.23,0.0840370318257588,,1.19,0.0758102769386493,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,-0.000272299676764928,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.77345243502019,0.729605441564678,-0.49912651342948
Wu22,1742,28.3,116.3,unknown,unknown,tubers,rainfed,140.7505776,225,150,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,5,1.23,0.0840370318257588,,1.17,0.0745361546371594,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,-0.000272299676764928,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.657656207956533,0.729605441564678,-0.49912651342948
Wu22,1743,28.3,116.3,unknown,unknown,tubers,rainfed,140.7505776,225,150,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,10,1.23,0.0840370318257588,,1.13,0.0719879100341796,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,-0.000272299676764928,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.42606375382922,0.729605441564678,-0.49912651342948
Wu22,1744,28.3,116.3,unknown,unknown,tubers,rainfed,140.7505776,225,150,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,20,1.23,0.0840370318257588,,1.09,0.0694396654311998,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,-0.000272299676764928,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.0371211544254073,0.729605441564678,-0.49912651342948
Wu22,1745,28.3,116.3,unknown,unknown,tubers,rainfed,140.7505776,225,150,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,30,1.23,0.0840370318257588,,1.06,0.0675284819789649,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,-0.000272299676764928,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.500306062680034,0.729605441564678,-0.49912651342948
Wu22,1746,28.3,116.3,unknown,unknown,tubers,rainfed,140.7505776,225,150,100,80,clay loam,1.32,5.6,9.5,0.95,9.8,489.6,9.8,40,1.23,0.0840370318257588,,1.05,0.0668914208282199,,31.5,21.46666667,31.5,21.46666667,-0.0492081849180489,-0.116191829706852,-0.000272299676764928,0.115519806874158,-0.209336408276515,0.467855035167131,-0.548596020230084,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.963490970934661,0.729605441564678,-0.49912651342948
Wu22,2066,45.8,126.9,unknown,unknown,legumes,rainfed,43.83592033,225,47,100,80,clay loam,1.15,6.43333333333333,9.5,0.95,9.8,489.6,9.8,0,1.31,0.0895028550339383,,1.4,0.0891885611042933,,30.43333333,23,30.43333333,23,-0.461768497319569,-0.116191829706852,-0.930488586762003,0.115519806874158,-0.209336408276515,-0.4350231028747,0.098494869205547,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,0.576358446048976,-0.351152389975475
Wu22,2067,45.8,126.9,unknown,unknown,legumes,rainfed,43.83592033,225,47,100,80,clay loam,1.15,6.43333333333333,9.5,0.95,9.8,489.6,9.8,15.75,1.31,0.0895028550339383,,1.28,0.0815438272953538,,30.43333333,23,30.43333333,23,-0.461768497319569,-0.116191829706852,-0.930488586762003,0.115519806874158,-0.209336408276515,-0.4350231028747,0.098494869205547,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.159732431582809,0.576358446048976,-0.351152389975475
Wu22,2068,45.8,126.9,unknown,unknown,legumes,rainfed,43.83592033,225,47,100,80,clay loam,1.15,6.43333333333333,9.5,0.95,9.8,489.6,9.8,31.5,1.31,0.0895028550339383,,1.18,0.0751732157879043,,30.43333333,23,30.43333333,23,-0.461768497319569,-0.116191829706852,-0.930488586762003,0.115519806874158,-0.209336408276515,-0.4350231028747,0.098494869205547,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.569783798918228,0.576358446048976,-0.351152389975475
Wu22,2069,45.8,126.9,unknown,unknown,legumes,rainfed,43.83592033,225,47,100,80,clay loam,1.15,6.43333333333333,9.5,0.95,9.8,489.6,9.8,47.25,1.31,0.0895028550339383,,1.22,0.0777214603908841,,30.43333333,23,30.43333333,23,-0.461768497319569,-0.116191829706852,-0.930488586762003,0.115519806874158,-0.209336408276515,-0.4350231028747,0.098494869205547,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,1.29930002941927,0.576358446048976,-0.351152389975475
Wu22,2120,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,0,1.23,0.0840370318257588,,1.34,0.0853661941998236,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,-0.157860766989724,-1.01185077926119
Wu22,2121,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,2.5,1.23,0.0840370318257588,,1.33,0.0847291330490786,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.77345243502019,-0.157860766989724,-1.01185077926119
Wu22,2122,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,5,1.23,0.0840370318257588,,1.29,0.0821808884460988,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.657656207956533,-0.157860766989724,-1.01185077926119
Wu22,2123,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,10,1.23,0.0840370318257588,,1.22,0.0777214603908841,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.42606375382922,-0.157860766989724,-1.01185077926119
Wu22,2124,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,20,1.23,0.0840370318257588,,1.17,0.0745361546371594,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.0371211544254073,-0.157860766989724,-1.01185077926119
Wu22,2125,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,30,1.23,0.0840370318257588,,1,0.0637061150744952,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.500306062680034,-0.157860766989724,-1.01185077926119
Wu22,2126,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,40,1.23,0.0840370318257588,,0.91,0.0579725647177906,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.963490970934661,-0.157860766989724,-1.01185077926119
Wu22,2127,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,0,1.23,0.0840370318257588,,1.29,0.0821808884460988,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,-0.157860766989724,-1.01185077926119
Wu22,2128,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,2.5,1.23,0.0840370318257588,,1.21,0.0770843992401392,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.77345243502019,-0.157860766989724,-1.01185077926119
Wu22,2129,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,5,1.23,0.0840370318257588,,1.16,0.0738990934864144,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.657656207956533,-0.157860766989724,-1.01185077926119
Wu22,2130,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,10,1.23,0.0840370318257588,,1.12,0.0713508488834346,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.42606375382922,-0.157860766989724,-1.01185077926119
Wu22,2131,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,20,1.23,0.0840370318257588,,1.07,0.0681655431297099,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.0371211544254073,-0.157860766989724,-1.01185077926119
Wu22,2132,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,30,1.23,0.0840370318257588,,1.09,0.0694396654311998,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.500306062680034,-0.157860766989724,-1.01185077926119
Wu22,2133,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,40,1.23,0.0840370318257588,,1,0.0637061150744952,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.963490970934661,-0.157860766989724,-1.01185077926119
Wu22,2134,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,0,1.23,0.0840370318257588,,1.24,0.078995582692374,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,-0.157860766989724,-1.01185077926119
Wu22,2135,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,2.5,1.23,0.0840370318257588,,1.21,0.0770843992401392,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.77345243502019,-0.157860766989724,-1.01185077926119
Wu22,2136,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,5,1.23,0.0840370318257588,,1.2,0.0764473380893942,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.657656207956533,-0.157860766989724,-1.01185077926119
Wu22,2137,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,10,1.23,0.0840370318257588,,1.22,0.0777214603908841,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.42606375382922,-0.157860766989724,-1.01185077926119
Wu22,2138,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,20,1.23,0.0840370318257588,,1.13,0.0719879100341796,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.0371211544254073,-0.157860766989724,-1.01185077926119
Wu22,2139,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,30,1.23,0.0840370318257588,,1.1,0.0700767265819447,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.500306062680034,-0.157860766989724,-1.01185077926119
Wu22,2140,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,40,1.23,0.0840370318257588,,1.1,0.0700767265819447,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.963490970934661,-0.157860766989724,-1.01185077926119
Wu22,2141,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,0,1.23,0.0840370318257588,,1.22,0.0777214603908841,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,-0.157860766989724,-1.01185077926119
Wu22,2142,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,2.5,1.23,0.0840370318257588,,1.17,0.0745361546371594,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.77345243502019,-0.157860766989724,-1.01185077926119
Wu22,2143,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,5,1.23,0.0840370318257588,,1.19,0.0758102769386493,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.657656207956533,-0.157860766989724,-1.01185077926119
Wu22,2144,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,10,1.23,0.0840370318257588,,1.09,0.0694396654311998,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.42606375382922,-0.157860766989724,-1.01185077926119
Wu22,2145,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,20,1.23,0.0840370318257588,,1.08,0.0688026042804548,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.0371211544254073,-0.157860766989724,-1.01185077926119
Wu22,2146,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,30,1.23,0.0840370318257588,,1.03,0.06561729852673,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.500306062680034,-0.157860766989724,-1.01185077926119
Wu22,2147,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,40,1.23,0.0840370318257588,,1.01,0.0643431762252401,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.963490970934661,-0.157860766989724,-1.01185077926119
Wu22,2148,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,0,1.23,0.0840370318257588,,1.21,0.0770843992401392,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.889248662083847,-0.157860766989724,-1.01185077926119
Wu22,2149,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,2.5,1.23,0.0840370318257588,,1.2,0.0764473380893942,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.77345243502019,-0.157860766989724,-1.01185077926119
Wu22,2150,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,5,1.23,0.0840370318257588,,1.17,0.0745361546371594,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.657656207956533,-0.157860766989724,-1.01185077926119
Wu22,2151,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,10,1.23,0.0840370318257588,,1.16,0.0738990934864144,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,-0.42606375382922,-0.157860766989724,-1.01185077926119
Wu22,2152,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,20,1.23,0.0840370318257588,,1.17,0.0745361546371594,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.0371211544254073,-0.157860766989724,-1.01185077926119
Wu22,2153,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,30,1.23,0.0840370318257588,,1.08,0.0688026042804548,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.500306062680034,-0.157860766989724,-1.01185077926119
Wu22,2154,28.6,116.4,unknown,unknown,tubers,rainfed,136.1181056,225,90,100,80,silt loam,0.99,4.26829836833333,9.5,0.95,9.8,489.6,9.8,40,1.23,0.0840370318257588,,1.09,0.0694396654311998,,25.32284382,16.1537296,25.32284382,16.1537296,-0.0689283608888192,-0.116191829706852,-0.542145864969137,0.115519806874158,-0.209336408276515,-1.28479076220819,-1.58267441218776,-0.0567885417338748,-0.0570983200422862,-0.0242136554802409,-0.217994819042668,-0.0130889536965697,0.963490970934661,-0.157860766989724,-1.01185077926119
